time,temp,m/z,abundance
1.68,31.416,43.0,26470.6
1.7,32.34,44.0,588352.9
1.72,33.264,45.0,10058.8
1.74,34.188,46.0,4823.5
1.76,35.112,47.0,5529.4
1.78,36.036,48.0,42647.1
1.8,36.96,49.0,588.2
1.82,37.884,50.0,3411.8
1.84,38.808,51.0,2941.2
1.86,39.732,52.0,1588.2
1.88,40.656,53.0,1352.9
1.9,41.58,54.0,1117.6
1.92,42.504,55.0,2294.1
1.94,43.428,56.0,2882.4
1.96,44.352,57.0,3176.5
1.98,45.276,58.0,1882.4
2.0,46.2,59.0,705.9
2.02,46.231,60.0,2352.9
2.04,46.262,61.0,0.0
2.06,46.293,62.0,764.7
2.08,46.324,63.0,470.6
2.1,46.355,63.8,97235.3
2.12,46.386,63.9,96941.2
2.14,46.417,64.0,94705.9
2.16,46.448,64.1,86235.3
2.18,46.479,64.2,77117.6
2.2,46.51,65.0,1470.6
2.22,46.541,65.8,5000.0
2.24,46.572,65.9,6705.9
2.26,46.603,66.0,5647.1
2.28,46.634,66.1,6470.6
2.3,46.666,66.2,4470.6
2.32,46.697,67.0,1176.5
2.34,46.728,68.0,764.7
2.36,46.759,69.0,5941.2
2.38,46.79,70.0,764.7
2.4,46.821,71.0,352.9
2.42,46.852,72.0,235.3
2.44,46.883,73.0,823.5
2.46,46.914,74.0,411.8
2.48,46.945,75.0,294.1
2.5,46.976,76.0,470.6
2.52,47.007,77.0,1117.6
2.54,47.038,78.0,1176.5
2.56,47.069,79.0,941.2
2.58,47.1,80.0,470.6
2.6,47.114,81.0,1058.8
2.62,47.129,82.0,882.4
2.64,47.143,83.0,176.5
2.66,47.157,84.0,352.9
2.68,47.171,85.0,117.6
2.7,47.186,86.0,58.8
2.72,47.2,87.0,117.6
2.74,47.214,88.0,58.8
2.76,47.229,89.0,0.0
2.78,47.243,90.0,58.8
2.8,47.257,91.0,235.3
2.82,47.271,92.0,411.8
2.84,47.286,93.0,58.8
2.86,47.3,94.0,352.9
2.88,47.314,95.0,235.3
2.9,47.329,96.0,235.3
2.92,47.343,97.0,529.4
2.94,47.357,98.0,588.2
2.96,47.371,99.0,117.6
2.98,47.386,100.0,705.9
3.0,47.4,101.0,1294.1
3.02,46.452,102.0,58.8
3.04,45.504,103.0,352.9
3.06,44.556,104.0,117.6
3.08,43.608,105.0,117.6
3.1,42.66,106.0,294.1
3.12,41.712,107.0,235.3
3.14,40.764,108.0,58.8
3.16,39.816,109.0,176.5
3.18,38.868,110.0,117.6
3.2,37.92,111.0,58.8
3.22,36.972,112.0,235.3
3.24,36.024,113.0,235.3
3.26,35.076,114.0,0.0
3.28,34.128,115.0,0.0
3.3,33.18,116.0,58.8
3.32,32.232,117.0,58.8
3.34,31.284,118.0,117.6
3.36,30.336,119.0,411.8
3.38,29.388,120.0,0.0
3.4,28.44,121.0,0.0
3.42,27.492,122.0,58.8
3.44,26.544,123.0,0.0
3.46,25.596,124.0,117.6
3.48,24.648,125.0,0.0
3.5,23.7,126.0,176.5
3.52,22.752,127.0,176.5
3.54,21.804,128.0,58.8
3.56,20.856,129.0,0.0
3.58,19.908,130.0,0.0
3.6,18.96,131.0,529.4
3.62,18.012,132.0,117.6
3.64,17.064,133.0,117.6
3.66,16.116,134.0,0.0
3.68,15.168,135.0,0.0
3.7,14.22,136.0,0.0
3.72,13.272,137.0,58.8
3.74,12.324,138.0,0.0
3.76,11.376,139.0,0.0
3.78,10.428,140.0,58.8
3.8,9.48,141.0,0.0
3.82,8.532,142.0,117.6
3.84,7.584,143.0,0.0
3.86,6.636,144.0,0.0
3.88,5.688,145.0,58.8
3.9,4.74,146.0,294.1
3.92,3.792,147.0,705.9
3.94,2.844,148.0,58.8
3.96,1.896,149.0,0.0
3.98,0.948,150.0,176.5
4.02,0.0,151.1,588.2
4.04,0.0,151.0,176.5
4.06,0.0,152.0,0.0
4.08,0.0,153.0,0.0
4.1,0.0,154.0,58.8
4.12,0.0,155.0,0.0
4.14,0.0,184.0,0.0
4.16,0.0,189.0,0.0
4.18,0.0,192.0,0.0
4.2,0.0,207.0,117.6
4.22,0.0,221.0,0.0
4.24,0.0,233.0,0.0
4.26,0.0,281.0,0.0
4.3,0.0,1.9,277705.9
4.32,0.0,2.0,284470.6
4.34,0.0,3.0,117.6
4.36,0.0,12.0,14176.5
4.38,0.0,13.0,2470.6
4.4,0.0,14.0,14235.3
4.42,0.0,15.0,30352.9
4.44,0.0,16.0,173117.6
4.46,0.0,17.0,1170647.1
4.48,0.0,19.0,180882.4
4.5,0.0,20.0,44705.9
4.54,0.0,21.0,117.6
4.56,0.0,22.0,3941.2
4.58,0.0,23.0,588.2
4.6,0.0,24.0,1529.4
4.62,0.0,25.0,1470.6
4.64,0.0,26.0,15294.1
4.66,0.0,27.0,46647.1
4.68,0.0,28.0,469529.4
4.7,0.0,29.0,37000.0
4.72,0.0,30.0,29235.3
4.74,0.0,31.0,4176.5
4.76,0.0,32.0,225000.0
4.78,0.0,33.0,3882.4
4.8,0.0,34.0,8588.2
4.82,0.0,35.0,1000.0
4.84,0.0,35.8,6470.6
4.86,0.0,35.9,6764.7
4.88,0.0,36.0,5352.9
4.9,0.0,36.1,5882.4
4.92,0.0,36.2,5176.5
4.94,0.0,36.8,823.5
4.96,0.0,36.9,1294.1
4.98,0.0,37.0,1588.2
5.0,0.0,37.1,764.7
5.02,0.0,37.2,941.2
5.04,0.0,37.8,3411.8
5.06,0.0,37.9,4000.0
5.08,0.0,38.0,4352.9
5.1,0.0,38.1,2764.7
5.12,0.0,38.2,2352.9
5.14,0.0,39.0,9529.4
5.16,0.0,39.8,6352.9
5.18,0.0,39.9,5058.8
5.2,0.0,40.0,6117.6
5.22,0.0,40.1,5411.8
5.24,0.0,40.2,5411.8
5.26,0.0,41.0,13705.9
5.28,0.0,42.0,15823.5
5.3,0.0,43.0,26000.0
5.32,0.0,44.0,594235.3
5.34,0.0,45.0,11235.3
5.36,0.0,46.0,3529.4
5.38,0.0,47.0,4117.6
5.4,0.0,48.0,38176.5
5.42,0.0,49.0,470.6
5.44,0.0,50.0,2941.2
5.46,0.0,51.0,3176.5
5.48,0.0,52.0,2470.6
5.5,0.0,53.0,1176.5
5.52,0.0,54.0,1411.8
5.54,0.0,55.0,3176.5
5.56,0.0,56.0,3294.1
5.58,0.0,57.0,2058.8
5.6,0.0,58.0,2294.1
5.62,0.0,59.0,764.7
5.64,0.0,60.0,2411.8
5.66,0.0,61.0,176.5
5.68,0.0,62.0,470.6
5.7,0.0,63.0,1117.6
5.72,0.0,63.8,94294.1
5.74,0.0,63.9,97705.9
5.76,0.0,64.0,95294.1
5.78,0.0,64.1,88529.4
5.8,0.0,64.2,74352.9
5.82,0.0,65.0,1705.9
5.84,0.0,65.8,6705.9
5.86,0.0,65.9,6705.9
5.88,0.0,66.0,6705.9
5.9,0.0,66.1,5058.8
5.92,0.0,66.2,5294.1
5.94,0.0,67.0,1058.8
5.96,0.0,68.0,764.7
5.98,0.0,69.0,6235.3
6.0,0.0,70.0,647.1
6.02,0.0,71.0,352.9
6.04,0.0,72.0,352.9
6.06,0.0,73.0,705.9
6.08,0.0,74.0,0.0
6.1,0.0,75.0,647.1
6.12,0.0,76.0,411.8
6.14,0.0,77.0,764.7
6.16,0.0,78.0,1411.8
6.18,0.0,79.0,1000.0
6.2,0.0,80.0,647.1
6.22,0.0,81.0,1117.6
6.24,1.221,82.0,411.8
6.26,2.441,83.0,647.1
6.28,3.662,84.0,647.1
6.3,4.882,85.0,117.6
6.32,6.103,86.0,0.0
6.34,7.323,87.0,117.6
6.36,8.544,88.0,0.0
6.38,9.764,89.0,0.0
6.4,10.985,90.0,117.6
6.42,12.205,91.0,647.1
6.44,13.426,92.0,529.4
6.46,14.646,93.0,470.6
6.48,15.867,94.0,352.9
6.5,17.087,95.0,117.6
6.52,18.308,96.0,588.2
6.54,19.528,97.0,470.6
6.56,20.749,98.0,235.3
6.58,21.969,99.0,176.5
6.6,23.19,100.0,411.8
6.62,24.41,101.0,941.2
6.64,25.631,102.0,176.5
6.66,26.851,103.0,58.8
6.68,28.072,104.0,117.6
6.7,29.292,105.0,176.5
6.72,30.513,106.0,176.5
6.74,31.733,107.0,294.1
6.76,32.954,108.0,117.6
6.78,34.174,109.0,0.0
6.8,35.395,110.0,352.9
6.82,36.615,111.0,0.0
6.84,37.836,112.0,0.0
6.86,39.056,113.0,176.5
6.88,40.277,114.0,58.8
6.9,41.497,115.0,58.8
6.92,42.718,116.0,0.0
6.94,43.938,117.0,58.8
6.96,45.159,118.0,0.0
6.98,46.379,119.0,1294.1
7.0,47.6,120.0,0.0
7.02,46.648,121.0,58.8
7.04,45.696,122.0,0.0
7.06,44.744,123.0,0.0
7.08,43.792,124.0,0.0
7.1,42.84,125.0,0.0
7.12,41.888,126.0,0.0
7.14,40.936,127.0,294.1
7.16,39.984,128.0,176.5
7.18,39.032,129.0,58.8
7.2,38.08,130.0,0.0
7.22,37.128,131.0,176.5
7.24,36.176,132.0,117.6
7.26,35.224,133.0,0.0
7.28,34.272,134.0,0.0
7.3,33.32,135.0,0.0
7.32,32.368,136.0,0.0
7.34,31.416,137.0,0.0
7.36,30.464,138.0,0.0
7.38,29.512,139.0,0.0
7.4,28.56,140.0,0.0
7.42,27.608,141.0,58.8
7.44,26.656,142.0,176.5
7.46,25.704,143.0,117.6
7.48,24.752,144.0,117.6
7.5,23.8,145.0,0.0
7.52,22.848,146.0,58.8
7.54,21.896,147.0,705.9
7.56,20.944,148.0,58.8
7.58,19.992,149.0,0.0
7.6,19.04,150.0,470.6
7.64,17.136,151.1,235.3
7.66,16.184,151.0,235.3
7.68,15.232,152.0,0.0
7.7,14.28,153.0,0.0
7.72,13.328,154.0,0.0
7.74,12.376,155.0,0.0
7.76,11.424,184.0,0.0
7.78,10.472,189.0,0.0
7.8,9.52,192.0,0.0
7.82,8.568,207.0,0.0
7.84,7.616,221.0,0.0
7.86,6.664,233.0,0.0
7.88,5.712,281.0,0.0
7.92,3.808,1.9,277764.7
7.94,2.856,2.0,290823.5
7.96,1.904,3.0,117.6
7.98,0.952,12.0,15294.1
8.0,0.0,13.0,1529.4
8.02,0.976,14.0,12470.6
8.04,1.952,15.0,31823.5
8.06,2.928,16.0,168235.3
8.08,3.904,17.0,1166000.0
8.1,4.88,19.0,182882.4
8.12,5.856,20.0,45294.1
8.16,7.808,21.0,117.6
8.18,8.784,22.0,3882.4
8.2,9.76,23.0,529.4
8.22,10.736,24.0,764.7
8.24,11.712,25.0,1529.4
8.26,12.688,26.0,14058.8
8.28,13.664,27.0,50117.6
8.3,14.64,28.0,461470.6
8.32,15.616,29.0,34352.9
8.34,16.592,30.0,28647.1
8.36,17.568,31.0,3411.8
8.38,18.544,32.0,231647.1
8.4,19.52,33.0,3588.2
8.42,20.496,34.0,10588.2
8.44,21.472,35.0,941.2
8.46,22.448,35.8,5941.2
8.48,23.424,35.9,5941.2
8.5,24.4,36.0,5529.4
8.52,25.376,36.1,4882.4
8.54,26.352,36.2,4411.8
8.56,27.328,36.8,764.7
8.58,28.304,36.9,1176.5
8.6,29.28,37.0,705.9
8.62,30.256,37.1,1058.8
8.64,31.232,37.2,647.1
8.66,32.208,37.8,4411.8
8.68,33.184,37.9,4588.2
8.7,34.16,38.0,3882.4
8.72,35.136,38.1,3529.4
8.74,36.112,38.2,4294.1
8.76,37.088,39.0,7294.1
8.78,38.064,39.8,3941.2
8.8,39.04,39.9,6470.6
8.82,40.016,40.0,5588.2
8.84,40.992,40.1,4882.4
8.86,41.968,40.2,4470.6
8.88,42.944,41.0,14176.5
8.9,43.92,42.0,17764.7
8.92,44.896,43.0,26176.5
8.94,45.872,44.0,606000.0
8.96,46.848,45.0,14294.1
8.98,47.824,46.0,3588.2
9.0,48.8,47.0,4588.2
9.02,47.638,48.0,40352.9
9.04,46.476,49.0,647.1
9.06,45.314,50.0,3764.7
9.08,44.152,51.0,4117.6
9.1,42.99,52.0,1000.0
9.12,41.829,53.0,1058.8
9.14,40.667,54.0,1176.5
9.16,39.505,55.0,2647.1
9.18,38.343,56.0,2529.4
9.2,37.181,57.0,2588.2
9.22,36.019,58.0,1823.5
9.24,34.857,59.0,588.2
9.26,33.695,60.0,2058.8
9.28,32.533,61.0,235.3
9.3,31.371,62.0,411.8
9.32,30.21,63.0,411.8
9.34,29.048,63.8,100705.9
9.36,27.886,63.9,98411.8
9.38,26.724,64.0,99235.3
9.4,25.562,64.1,89058.8
9.42,24.4,64.2,77705.9
9.44,23.238,65.0,2000.0
9.46,22.076,65.8,5882.4
9.48,20.914,65.9,5588.2
9.5,19.752,66.0,5294.1
9.52,18.59,66.1,5176.5
9.54,17.429,66.2,5000.0
9.56,16.267,67.0,1058.8
9.58,15.105,68.0,823.5
9.6,13.943,69.0,5411.8
9.62,12.781,70.0,764.7
9.64,11.619,71.0,294.1
9.66,10.457,72.0,941.2
9.68,9.295,73.0,764.7
9.7,8.133,74.0,117.6
9.72,6.971,75.0,411.8
9.74,5.81,76.0,176.5
9.76,4.648,77.0,1176.5
9.78,3.486,78.0,1764.7
9.8,2.324,79.0,1058.8
9.82,1.162,80.0,411.8
9.84,0.0,81.0,1235.3
9.86,0.0,82.0,764.7
9.88,0.0,83.0,235.3
9.9,0.0,84.0,411.8
9.92,0.0,85.0,117.6
9.94,0.0,86.0,117.6
9.96,0.0,87.0,58.8
9.98,0.0,88.0,0.0
10.0,0.0,89.0,176.5
10.02,0.98,90.0,117.6
10.04,1.96,91.0,470.6
10.06,2.94,92.0,411.8
10.08,3.92,93.0,235.3
10.1,4.9,94.0,411.8
10.12,5.88,95.0,117.6
10.14,6.86,96.0,117.6
10.16,7.84,97.0,588.2
10.18,8.82,98.0,470.6
10.2,9.8,99.0,58.8
10.22,10.78,100.0,764.7
10.24,11.76,101.0,588.2
10.26,12.74,102.0,294.1
10.28,13.72,103.0,58.8
10.3,14.7,104.0,117.6
10.32,15.68,105.0,117.6
10.34,16.66,106.0,294.1
10.36,17.64,107.0,176.5
10.38,18.62,108.0,117.6
10.4,19.6,109.0,0.0
10.42,20.58,110.0,58.8
10.44,21.56,111.0,58.8
10.46,22.54,112.0,58.8
10.48,23.52,113.0,352.9
10.5,24.5,114.0,0.0
10.52,25.48,115.0,0.0
10.54,26.46,116.0,0.0
10.56,27.44,117.0,117.6
10.58,28.42,118.0,0.0
10.6,29.4,119.0,1529.4
10.62,30.38,120.0,0.0
10.64,31.36,121.0,0.0
10.66,32.34,122.0,0.0
10.68,33.32,123.0,0.0
10.7,34.3,124.0,0.0
10.72,35.28,125.0,0.0
10.74,36.26,126.0,58.8
10.76,37.24,127.0,294.1
10.78,38.22,128.0,176.5
10.8,39.2,129.0,58.8
10.82,40.18,130.0,0.0
10.84,41.16,131.0,235.3
10.86,42.14,132.0,58.8
10.88,43.12,133.0,0.0
10.9,44.1,134.0,58.8
10.92,45.08,135.0,58.8
10.94,46.06,136.0,0.0
10.96,47.04,137.0,0.0
10.98,48.02,138.0,0.0
11.0,49.0,139.0,0.0
11.02,48.02,140.0,0.0
11.04,47.04,141.0,294.1
11.06,46.06,142.0,0.0
11.08,45.08,143.0,0.0
11.1,44.1,144.0,0.0
11.12,43.12,145.0,0.0
11.14,42.14,146.0,58.8
11.16,41.16,147.0,647.1
11.18,40.18,148.0,58.8
11.2,39.2,149.0,0.0
11.22,38.22,150.0,588.2
11.26,36.26,151.1,117.6
11.28,35.28,151.0,117.6
11.3,34.3,152.0,0.0
11.32,33.32,153.0,58.8
11.34,32.34,154.0,0.0
11.36,31.36,155.0,0.0
11.38,30.38,184.0,0.0
11.4,29.4,189.0,0.0
11.42,28.42,192.0,0.0
11.44,27.44,207.0,0.0
11.46,26.46,221.0,58.8
11.48,25.48,233.0,58.8
11.5,24.5,281.0,0.0
11.54,22.54,1.9,277882.4
11.56,21.56,2.0,285294.1
11.58,20.58,3.0,0.0
11.6,19.6,12.0,14294.1
11.62,18.62,13.0,2823.5
11.64,17.64,14.0,13235.3
11.66,16.66,15.0,28647.1
11.68,15.68,16.0,163764.7
11.7,14.7,17.0,1170588.2
11.72,13.72,19.0,178647.1
11.74,12.74,20.0,39529.4
11.78,10.78,21.0,58.8
11.8,9.8,22.0,3235.3
11.82,8.82,23.0,470.6
11.84,7.84,24.0,1352.9
11.86,6.86,25.0,1705.9
11.88,5.88,26.0,16176.5
11.9,4.9,27.0,45588.2
11.92,3.92,28.0,467941.2
11.94,2.94,29.0,36000.0
11.96,1.96,30.0,31176.5
11.98,0.98,31.0,2176.5
12.0,0.0,32.0,223705.9
12.02,1.029,33.0,4117.6
12.04,2.057,34.0,9352.9
12.06,3.086,35.0,1176.5
12.08,4.114,35.8,6588.2
12.1,5.143,35.9,7294.1
12.12,6.171,36.0,7529.4
12.14,7.2,36.1,4647.1
12.16,8.229,36.2,2882.4
12.18,9.257,36.8,1058.8
12.2,10.286,36.9,647.1
12.22,11.314,37.0,1058.8
12.24,12.343,37.1,1000.0
12.26,13.371,37.2,941.2
12.28,14.4,37.8,3235.3
12.3,15.429,37.9,3764.7
12.32,16.457,38.0,3176.5
12.34,17.486,38.1,2764.7
12.36,18.514,38.2,2882.4
12.38,19.543,39.0,7705.9
12.4,20.571,39.8,5529.4
12.42,21.6,39.9,6411.8
12.44,22.629,40.0,6000.0
12.46,23.657,40.1,4705.9
12.48,24.686,40.2,4647.1
12.5,25.714,41.0,13470.6
12.52,26.743,42.0,16764.7
12.54,27.771,43.0,25117.6
12.56,28.8,44.0,602470.6
12.58,29.829,45.0,11294.1
12.6,30.857,46.0,4235.3
12.62,31.886,47.0,3941.2
12.64,32.914,48.0,42470.6
12.66,33.943,49.0,705.9
12.68,34.971,50.0,4176.5
12.7,36.0,51.0,3529.4
12.72,37.029,52.0,1352.9
12.74,38.057,53.0,1176.5
12.76,39.086,54.0,823.5
12.78,40.114,55.0,3352.9
12.8,41.143,56.0,2411.8
12.82,42.171,57.0,2941.2
12.84,43.2,58.0,2176.5
12.86,44.229,59.0,823.5
12.88,45.257,60.0,2176.5
12.9,46.286,61.0,411.8
12.92,47.314,62.0,823.5
12.94,48.343,63.0,1529.4
12.96,49.371,63.8,98411.8
12.98,50.4,63.9,95823.5
13.0,50.5,64.0,97823.5
13.02,49.49,64.1,86235.3
13.04,48.48,64.2,78823.5
13.06,47.47,65.0,1882.4
13.08,46.46,65.8,7176.5
13.1,45.45,65.9,5882.4
13.12,44.44,66.0,7176.5
13.14,43.43,66.1,5882.4
13.16,42.42,66.2,3647.1
13.18,41.41,67.0,1235.3
13.2,40.4,68.0,1117.6
13.22,39.39,69.0,4823.5
13.24,38.38,70.0,705.9
13.26,37.37,71.0,117.6
13.28,36.36,72.0,411.8
13.3,35.35,73.0,882.4
13.32,34.34,74.0,176.5
13.34,33.33,75.0,235.3
13.36,32.32,76.0,352.9
13.38,31.31,77.0,1000.0
13.4,30.3,78.0,1352.9
13.42,29.29,79.0,941.2
13.44,28.28,80.0,647.1
13.46,27.27,81.0,1235.3
13.48,26.26,82.0,823.5
13.5,25.25,83.0,352.9
13.52,24.24,84.0,235.3
13.54,23.23,85.0,294.1
13.56,22.22,86.0,0.0
13.58,21.21,87.0,0.0
13.6,20.2,88.0,117.6
13.62,19.19,89.0,0.0
13.64,18.18,90.0,58.8
13.66,17.17,91.0,529.4
13.68,16.16,92.0,352.9
13.7,15.15,93.0,294.1
13.72,14.14,94.0,529.4
13.74,13.13,95.0,58.8
13.76,12.12,96.0,705.9
13.78,11.11,97.0,941.2
13.8,10.1,98.0,176.5
13.82,9.09,99.0,235.3
13.84,8.08,100.0,411.8
13.86,7.07,101.0,941.2
13.88,6.06,102.0,117.6
13.9,5.05,103.0,176.5
13.92,4.04,104.0,58.8
13.94,3.03,105.0,176.5
13.96,2.02,106.0,294.1
13.98,1.01,107.0,0.0
14.0,0.0,108.0,294.1
14.02,1.024,109.0,176.5
14.04,2.048,110.0,352.9
14.06,3.072,111.0,58.8
14.08,4.096,112.0,176.5
14.1,5.12,113.0,117.6
14.12,6.144,114.0,0.0
14.14,7.168,115.0,294.1
14.16,8.192,116.0,0.0
14.18,9.216,117.0,117.6
14.2,10.24,118.0,0.0
14.22,11.264,119.0,882.4
14.24,12.288,120.0,0.0
14.26,13.312,121.0,117.6
14.28,14.336,122.0,0.0
14.3,15.36,123.0,58.8
14.32,16.384,124.0,58.8
14.34,17.408,125.0,0.0
14.36,18.432,126.0,0.0
14.38,19.456,127.0,58.8
14.4,20.48,128.0,176.5
14.42,21.504,129.0,235.3
14.44,22.528,130.0,58.8
14.46,23.552,131.0,470.6
14.48,24.576,132.0,235.3
14.5,25.6,133.0,58.8
14.52,26.624,134.0,0.0
14.54,27.648,135.0,176.5
14.56,28.672,136.0,0.0
14.58,29.696,137.0,0.0
14.6,30.72,138.0,58.8
14.62,31.744,139.0,117.6
14.64,32.768,140.0,0.0
14.66,33.792,141.0,0.0
14.68,34.816,142.0,0.0
14.7,35.84,143.0,0.0
14.72,36.864,144.0,58.8
14.74,37.888,145.0,58.8
14.76,38.912,146.0,58.8
14.78,39.936,147.0,529.4
14.8,40.96,148.0,0.0
14.82,41.984,149.0,58.8
14.84,43.008,150.0,176.5
14.88,45.056,151.1,470.6
14.9,46.08,151.0,0.0
14.92,47.104,152.0,0.0
14.94,48.128,153.0,0.0
14.96,49.152,154.0,0.0
14.98,50.176,155.0,0.0
15.0,51.2,184.0,0.0
15.02,50.176,189.0,0.0
15.04,49.152,192.0,0.0
15.06,48.128,207.0,58.8
15.08,47.104,221.0,0.0
15.1,46.08,233.0,0.0
15.12,45.056,281.0,0.0
15.16,43.008,1.9,275941.2
15.18,41.984,2.0,286294.1
15.2,40.96,3.0,117.6
15.22,39.936,12.0,14764.7
15.24,38.912,13.0,2705.9
15.26,37.888,14.0,14823.5
15.28,36.864,15.0,29588.2
15.3,35.84,16.0,170000.0
15.32,34.816,17.0,1163529.4
15.34,33.792,19.0,190294.1
15.36,32.768,20.0,46176.5
15.4,30.72,21.0,411.8
15.42,29.696,22.0,2705.9
15.44,28.672,23.0,647.1
15.46,27.648,24.0,705.9
15.48,26.624,25.0,2058.8
15.5,25.6,26.0,15529.4
15.52,24.576,27.0,45764.7
15.54,23.552,28.0,464117.6
15.56,22.528,29.0,31352.9
15.58,21.504,30.0,28411.8
15.6,20.48,31.0,3764.7
15.62,19.456,32.0,221529.4
15.64,18.432,33.0,4000.0
15.66,17.408,34.0,8411.8
15.68,16.384,35.0,705.9
15.7,15.36,35.8,6235.3
15.72,14.336,35.9,6764.7
15.74,13.312,36.0,6235.3
15.76,12.288,36.1,3764.7
15.78,11.264,36.2,4647.1
15.8,10.24,36.8,764.7
15.82,9.216,36.9,1470.6
15.84,8.192,37.0,1352.9
15.86,7.168,37.1,1352.9
15.88,6.144,37.2,588.2
15.9,5.12,37.8,3941.2
15.92,4.096,37.9,3470.6
15.94,3.072,38.0,3882.4
15.96,2.048,38.1,4000.0
15.98,1.024,38.2,3882.4
16.0,0.0,39.0,7823.5
16.02,1.665,39.8,5823.5
16.04,3.329,39.9,5647.1
16.06,4.994,40.0,5000.0
16.08,6.658,40.1,5294.1
16.1,8.323,40.2,4882.4
16.12,9.987,41.0,15529.4
16.14,11.652,42.0,17411.8
16.16,13.316,43.0,24647.1
16.18,14.981,44.0,599470.6
16.2,16.645,45.0,12705.9
16.22,18.31,46.0,4000.0
16.24,19.974,47.0,4000.0
16.26,21.639,48.0,39647.1
16.28,23.303,49.0,294.1
16.3,24.968,50.0,2470.6
16.32,26.632,51.0,2235.3
16.34,28.297,52.0,1411.8
16.36,29.961,53.0,1411.8
16.38,31.626,54.0,941.2
16.4,33.29,55.0,3352.9
16.42,34.955,56.0,3176.5
16.44,36.619,57.0,3352.9
16.46,38.284,58.0,2117.6
16.48,39.948,59.0,588.2
16.5,41.613,60.0,2352.9
16.52,43.277,61.0,176.5
16.54,44.942,62.0,882.4
16.56,46.606,63.0,588.2
16.58,48.271,63.8,96647.1
16.6,49.935,63.9,99352.9
16.62,51.6,64.0,100941.2
16.64,51.605,64.1,83352.9
16.66,51.611,64.2,74941.2
16.68,51.616,65.0,1294.1
16.7,51.621,65.8,5352.9
16.72,51.626,65.9,4764.7
16.74,51.632,66.0,5882.4
16.76,51.637,66.1,6176.5
16.78,51.642,66.2,4647.1
16.8,51.647,67.0,1117.6
16.82,51.653,68.0,882.4
16.84,51.658,69.0,4941.2
16.86,51.663,70.0,411.8
16.88,51.668,71.0,58.8
16.9,51.674,72.0,470.6
16.92,51.679,73.0,352.9
16.94,51.684,74.0,117.6
16.96,51.689,75.0,294.1
16.98,51.695,76.0,117.6
17.0,51.7,77.0,588.2
17.02,50.666,78.0,1294.1
17.04,49.632,79.0,1235.3
17.06,48.598,80.0,352.9
17.08,47.564,81.0,823.5
17.1,46.53,82.0,588.2
17.12,45.496,83.0,352.9
17.14,44.462,84.0,176.5
17.16,43.428,85.0,117.6
17.18,42.394,86.0,0.0
17.2,41.36,87.0,58.8
17.22,40.326,88.0,0.0
17.24,39.292,89.0,58.8
17.26,38.258,90.0,117.6
