time,temp,m/z,abundance
2.98,35.763,102.0,0.0
3.16,35.227,5.0,0.0
3.18,35.495,6.0,0.0
3.2,34.959,7.0,0.0
3.4,35.763,12.0,41764.7
3.42,35.763,13.0,3000.0
3.44,35.763,14.0,10058.8
3.46,35.763,15.0,53117.6
3.48,36.03,16.0,232647.1
3.5,35.495,17.0,1207411.8
3.52,36.298,18.0,4613000.0
3.54,36.03,19.0,200882.4
3.56,35.763,20.0,16470.6
3.6,34.959,21.0,0.0
3.62,35.227,22.0,11352.9
3.64,35.763,23.0,117.6
3.66,35.495,24.0,1000.0
3.68,35.495,25.0,1352.9
3.7,35.227,26.0,21647.1
3.72,35.763,27.0,79823.5
3.74,35.763,28.0,670411.8
3.76,35.763,29.0,25647.1
3.94,34.959,30.0,11647.1
3.96,35.495,31.0,3176.5
3.98,35.763,32.0,18941.2
4.0,35.763,33.0,4058.8
4.02,35.763,34.0,5823.5
4.04,37.102,35.0,117.6
4.06,35.763,36.0,411.8
4.08,36.03,37.0,1294.1
4.1,36.03,38.0,3588.2
4.12,35.763,39.0,14235.3
4.14,35.763,40.0,8411.8
4.16,35.763,41.0,31058.8
4.18,36.03,42.0,19823.5
4.2,35.495,43.0,13823.5
4.22,35.763,44.0,1772764.7
4.24,35.763,45.0,23705.9
4.26,35.495,46.0,9000.0
4.28,35.763,47.0,2529.4
4.3,34.959,48.0,11117.6
4.32,35.227,49.0,823.5
4.34,35.495,50.0,6294.1
4.36,35.763,51.0,4058.8
4.38,35.495,52.0,2294.1
4.4,35.763,53.0,1529.4
4.42,35.495,54.0,1176.5
4.44,36.03,55.0,5411.8
4.62,35.227,56.0,15411.8
4.64,35.495,57.0,4588.2
4.66,35.763,58.0,45823.5
4.68,35.495,59.0,1823.5
4.7,35.227,60.0,1294.1
4.72,35.495,61.0,352.9
4.74,35.763,62.0,294.1
4.76,35.763,63.0,352.9
4.78,35.763,64.0,24470.6
4.8,34.959,65.0,764.7
4.82,36.03,66.0,2000.0
4.84,35.763,67.0,529.4
4.86,36.566,68.0,529.4
4.88,36.03,69.0,18588.2
4.9,35.763,70.0,764.7
4.92,35.763,71.0,235.3
4.94,35.763,72.0,1411.8
4.96,36.03,73.0,13058.8
4.98,35.763,74.0,647.1
5.0,35.495,75.0,6235.3
5.02,35.763,76.0,1117.6
5.04,35.495,77.0,2647.1
5.06,35.495,78.0,6000.0
5.08,34.959,79.0,1823.5
5.1,35.495,80.0,352.9
5.12,35.227,81.0,529.4
5.3,35.495,5.0,0.0
5.32,35.763,6.0,0.0
5.34,35.227,7.0,0.0
5.52,35.495,82.0,176.5
5.54,35.227,83.0,117.6
5.56,36.03,84.0,0.0
5.58,36.03,85.0,117.6
5.6,35.763,86.0,0.0
5.62,35.495,87.0,58.8
5.64,36.03,88.0,0.0
5.66,36.03,89.0,58.8
5.68,36.03,90.0,58.8
5.7,35.763,91.0,529.4
5.72,36.03,92.0,176.5
5.74,35.227,93.0,294.1
5.76,36.03,94.0,235.3
5.78,35.763,95.0,117.6
5.8,35.763,96.0,647.1
5.82,35.495,97.0,352.9
5.84,35.227,98.0,529.4
5.86,35.495,99.0,176.5
5.88,35.227,100.0,176.5
5.9,35.227,101.0,176.5
5.92,35.495,102.0,58.8
6.12,35.495,5.0,0.0
6.14,35.495,6.0,0.0
6.16,35.495,7.0,58.8
6.34,35.495,12.0,42000.0
6.36,36.03,13.0,3117.6
6.38,36.298,14.0,10764.7
6.4,35.763,15.0,50941.2
6.42,36.03,16.0,228117.6
6.44,35.763,17.0,1209235.3
6.46,35.763,18.0,4603941.2
6.48,35.763,19.0,204941.2
6.5,35.763,20.0,16529.4
6.54,35.763,21.0,117.6
6.56,35.763,22.0,8823.5
6.58,35.763,23.0,58.8
6.6,35.763,24.0,705.9
6.62,34.959,25.0,2411.8
6.64,35.227,26.0,19117.6
6.66,35.763,27.0,80058.8
6.68,35.227,28.0,650411.8
6.7,35.763,29.0,25823.5
6.88,35.227,30.0,13058.8
6.9,35.495,31.0,4176.5
6.92,35.227,32.0,16117.6
6.94,34.959,33.0,3294.1
6.96,35.227,34.0,5058.8
6.98,35.495,35.0,411.8
7.0,34.959,36.0,823.5
7.02,35.763,37.0,1176.5
7.04,35.495,38.0,3529.4
7.06,35.763,39.0,15470.6
7.08,35.495,40.0,9176.5
7.1,35.227,41.0,29176.5
7.12,36.03,42.0,19705.9
7.14,36.03,43.0,14529.4
7.16,36.03,44.0,1747411.8
7.18,35.763,45.0,25411.8
7.2,36.03,46.0,8352.9
7.22,35.495,47.0,3117.6
7.24,35.763,48.0,11058.8
7.26,35.495,49.0,705.9
7.28,35.763,50.0,4470.6
7.3,35.495,51.0,3058.8
7.32,35.763,52.0,2352.9
7.34,36.03,53.0,1176.5
7.36,35.495,54.0,941.2
7.38,35.227,55.0,4294.1
7.58,36.03,56.0,12000.0
7.6,35.495,57.0,4882.4
7.62,35.495,58.0,44705.9
7.64,35.495,59.0,2176.5
7.66,35.495,60.0,1705.9
7.68,35.227,61.0,176.5
7.7,35.495,62.0,294.1
7.72,34.959,63.0,58.8
7.74,35.495,64.0,21058.8
7.76,34.959,65.0,470.6
7.78,35.763,66.0,1588.2
7.8,35.495,67.0,529.4
7.82,35.495,68.0,176.5
7.84,35.763,69.0,16117.6
7.86,35.495,70.0,352.9
7.88,36.298,71.0,176.5
7.9,36.03,72.0,1294.1
7.92,36.03,73.0,12117.6
7.94,35.763,74.0,882.4
7.96,36.03,75.0,5411.8
7.98,35.763,76.0,1235.3
8.0,35.495,77.0,2235.3
8.02,36.03,78.0,5588.2
8.04,35.763,79.0,1117.6
8.06,35.763,80.0,470.6
8.08,35.227,81.0,411.8
8.28,35.763,5.0,0.0
8.3,35.763,6.0,0.0
8.32,36.03,7.0,0.0
8.5,35.495,103.0,4705.9
8.52,35.227,104.0,58.8
8.54,35.763,105.0,117.6
8.56,35.495,106.0,529.4
8.58,35.227,107.0,0.0
8.6,35.763,108.0,647.1
8.62,35.763,109.0,58.8
8.64,36.03,110.0,0.0
8.66,35.763,111.0,117.6
8.68,36.03,112.0,58.8
8.7,36.03,113.0,117.6
8.72,36.03,114.0,58.8
8.74,35.763,115.0,58.8
8.76,35.763,116.0,0.0
8.78,35.495,117.0,294.1
8.8,36.03,118.0,58.8
8.82,35.763,119.0,58.8
8.84,35.227,120.0,117.6
8.86,35.763,121.0,0.0
8.88,35.495,122.0,0.0
8.9,35.763,123.0,58.8
9.08,35.227,82.0,3411.8
9.1,35.763,83.0,352.9
9.12,35.495,84.0,176.5
9.14,35.227,85.0,58.8
9.16,35.495,86.0,58.8
9.18,35.495,87.0,0.0
9.2,35.495,88.0,58.8
9.22,34.959,89.0,0.0
9.24,35.495,90.0,58.8
9.26,35.227,91.0,470.6
9.28,36.03,92.0,58.8
9.3,35.495,93.0,117.6
9.32,35.495,94.0,58.8
9.34,35.763,95.0,0.0
9.36,36.03,96.0,352.9
9.38,36.03,97.0,882.4
9.4,36.03,98.0,411.8
9.42,36.03,99.0,117.6
9.44,35.763,100.0,0.0
9.46,36.298,101.0,176.5
9.48,35.763,102.0,0.0
9.68,35.495,5.0,0.0
9.7,35.495,6.0,0.0
9.72,34.959,7.0,58.8
9.9,35.495,12.0,44058.8
9.92,34.959,13.0,3117.6
9.94,35.495,14.0,11647.1
9.96,35.227,15.0,51470.6
9.98,35.495,16.0,226294.1
10.0,35.495,17.0,1175588.2
10.02,35.763,18.0,4548117.6
10.04,35.495,19.0,203882.4
10.06,35.763,20.0,16411.8
10.1,35.763,21.0,0.0
10.12,36.566,22.0,10647.1
10.14,35.495,23.0,0.0
10.16,36.566,24.0,588.2
10.18,35.763,25.0,1941.2
10.2,36.03,26.0,21117.6
10.22,35.763,27.0,78941.2
10.24,35.763,28.0,647000.0
10.26,35.763,29.0,26470.6
10.44,35.495,30.0,12705.9
10.46,35.227,31.0,3470.6
10.48,36.03,32.0,17000.0
10.5,35.763,33.0,2823.5
10.52,35.763,34.0,4588.2
10.54,35.763,35.0,470.6
10.56,34.959,36.0,588.2
10.58,35.763,37.0,882.4
10.6,35.763,38.0,2529.4
10.62,35.495,39.0,14176.5
10.64,34.959,40.0,8294.1
10.66,34.959,41.0,29117.6
10.68,34.959,42.0,20647.1
10.7,35.495,43.0,12529.4
10.72,35.495,44.0,1682470.6
10.74,35.495,45.0,22882.4
10.76,35.763,46.0,8705.9
10.78,36.03,47.0,2470.6
10.8,35.763,48.0,12058.8
10.82,36.566,49.0,647.1
10.84,35.763,50.0,5294.1
10.86,36.566,51.0,3058.8
10.88,35.763,52.0,2470.6
10.9,36.03,53.0,1764.7
10.92,36.03,54.0,823.5
10.94,36.03,55.0,4117.6
11.12,35.495,56.0,18058.8
11.14,34.959,57.0,5117.6
11.16,35.495,58.0,37882.4
11.18,35.763,59.0,1647.1
11.2,36.566,60.0,1823.5
11.22,35.763,61.0,470.6
11.24,35.763,62.0,470.6
11.26,35.495,63.0,529.4
11.28,35.763,64.0,22176.5
11.3,35.763,65.0,823.5
11.32,35.495,66.0,1588.2
11.34,34.959,67.0,352.9
11.36,35.495,68.0,352.9
11.38,34.959,69.0,14764.7
11.4,35.227,70.0,470.6
11.42,35.495,71.0,294.1
11.44,35.495,72.0,705.9
11.46,34.959,73.0,13000.0
11.48,35.495,74.0,411.8
11.5,35.227,75.0,4470.6
11.52,35.763,76.0,1000.0
11.54,35.763,77.0,1647.1
11.56,36.566,78.0,6117.6
11.58,36.03,79.0,1764.7
11.6,36.03,80.0,117.6
11.62,36.298,81.0,705.9
11.82,35.495,5.0,0.0
11.84,35.763,6.0,0.0
11.86,35.227,7.0,0.0
12.02,35.763,82.0,411.8
12.04,35.763,83.0,235.3
12.06,35.227,84.0,117.6
12.08,35.495,85.0,117.6
12.1,35.495,86.0,58.8
12.12,35.495,87.0,0.0
12.14,34.959,88.0,0.0
12.16,35.227,89.0,117.6
12.18,35.763,90.0,117.6
12.2,34.959,91.0,529.4
12.22,35.495,92.0,235.3
12.24,35.227,93.0,176.5
12.26,35.763,94.0,117.6
12.28,36.03,95.0,294.1
12.3,36.03,96.0,647.1
12.32,36.566,97.0,411.8
12.34,36.03,98.0,117.6
12.36,35.763,99.0,117.6
12.38,36.298,100.0,58.8
12.4,35.763,101.0,58.8
12.42,36.03,102.0,0.0
12.6,35.227,5.0,0.0
12.62,34.959,6.0,0.0
12.64,35.763,7.0,0.0
12.82,35.495,12.0,41588.2
12.84,34.959,13.0,2647.1
12.86,35.763,14.0,12294.1
12.88,34.959,15.0,47705.9
12.9,35.495,16.0,224117.6
12.92,34.692,17.0,1181764.7
12.94,34.959,18.0,4515470.6
12.96,35.227,19.0,207176.5
12.98,35.227,20.0,15294.1
13.02,35.495,21.0,0.0
13.04,35.495,22.0,10705.9
13.06,35.763,23.0,0.0
13.08,36.03,24.0,764.7
13.1,35.763,25.0,1470.6
13.12,36.03,26.0,20882.4
13.14,36.03,27.0,72941.2
13.16,36.03,28.0,653117.6
13.18,35.763,29.0,24705.9
13.38,35.495,30.0,12470.6
13.4,35.227,31.0,2882.4
13.42,34.959,32.0,17235.3
13.44,35.763,33.0,3352.9
13.46,35.763,34.0,4470.6
13.48,35.763,35.0,352.9
13.5,35.763,36.0,1000.0
13.52,35.763,37.0,1470.6
13.54,35.495,38.0,3882.4
13.56,35.495,39.0,12000.0
13.58,35.763,40.0,7764.7
13.6,35.495,41.0,29058.8
13.62,35.495,42.0,19352.9
13.64,34.959,43.0,13000.0
13.66,34.959,44.0,1687235.3
13.68,35.763,45.0,23176.5
13.7,35.495,46.0,9411.8
13.72,35.227,47.0,3117.6
13.74,35.763,48.0,9882.4
13.76,35.763,49.0,764.7
13.78,35.763,50.0,4588.2
13.8,36.834,51.0,2470.6
13.82,35.495,52.0,2058.8
13.84,36.566,53.0,1588.2
13.86,36.03,54.0,1235.3
13.88,36.03,55.0,4294.1
14.06,35.227,56.0,11000.0
14.08,35.495,57.0,5176.5
14.1,35.495,58.0,41352.9
14.12,35.227,59.0,2117.6
14.14,35.495,60.0,1588.2
14.16,35.227,61.0,647.1
14.18,34.959,62.0,235.3
14.2,36.03,63.0,470.6
14.22,36.298,64.0,21176.5
14.24,36.03,65.0,470.6
14.26,35.227,66.0,1470.6
14.28,35.763,67.0,941.2
14.3,36.03,68.0,352.9
14.32,35.227,69.0,16058.8
14.34,34.959,70.0,882.4
14.36,35.495,71.0,235.3
14.38,35.495,72.0,1000.0
14.4,35.495,73.0,11823.5
14.42,34.959,74.0,764.7
14.44,35.227,75.0,6117.6
14.46,34.959,76.0,941.2
14.48,35.495,77.0,1235.3
14.5,35.763,78.0,5470.6
14.52,35.495,79.0,941.2
14.54,35.763,80.0,176.5
14.56,35.495,81.0,705.9
14.74,35.763,124.0,6941.2
14.76,35.495,125.0,58.8
14.78,35.763,126.0,1705.9
14.8,35.763,127.0,7000.0
14.82,36.03,128.0,588.2
14.84,35.763,129.0,117.6
14.86,35.227,130.0,58.8
14.88,35.495,131.0,352.9
14.9,35.227,132.0,235.3
14.92,35.763,133.0,235.3
14.94,35.763,134.0,176.5
14.96,35.227,135.0,58.8
14.98,35.227,136.0,0.0
15.0,35.763,137.0,0.0
15.02,35.763,138.0,58.8
15.04,35.495,139.0,0.0
15.06,35.763,140.0,0.0
15.08,35.763,141.0,58.8
15.1,35.495,142.0,58.8
15.12,35.227,143.0,0.0
15.14,35.495,144.0,58.8
15.16,35.495,145.0,0.0
15.18,35.227,146.0,764.7
15.2,35.763,147.0,1764.7
15.22,35.227,148.0,352.9
15.24,35.227,149.0,117.6
15.26,35.495,150.0,0.0
15.44,36.03,5.0,0.0
15.46,35.763,6.0,0.0
15.48,35.763,7.0,58.8
15.66,35.227,82.0,176.5
15.68,35.495,83.0,58.8
15.7,35.495,84.0,58.8
15.72,36.03,85.0,117.6
15.74,35.763,86.0,58.8
15.76,35.763,87.0,117.6
15.78,35.763,88.0,0.0
15.8,35.495,89.0,0.0
15.82,35.763,90.0,117.6
15.84,35.763,91.0,529.4
15.86,35.763,92.0,117.6
15.88,35.495,93.0,176.5
15.9,34.959,94.0,411.8
15.92,35.495,95.0,117.6
15.94,35.227,96.0,470.6
15.96,35.495,97.0,529.4
15.98,35.763,98.0,235.3
16.0,35.763,99.0,0.0
16.02,35.763,100.0,58.8
16.04,35.763,101.0,0.0
16.06,36.566,102.0,58.8
16.26,35.495,5.0,0.0
16.28,34.959,6.0,0.0
16.3,34.959,7.0,0.0
16.48,35.763,12.0,41470.6
16.5,35.763,13.0,2882.4
16.52,35.763,14.0,10294.1
16.54,35.763,15.0,48882.4
16.56,35.227,16.0,216941.2
16.58,35.495,17.0,1166176.5
16.6,35.495,18.0,4499823.5
16.62,35.227,19.0,202941.2
16.64,34.692,20.0,16058.8
16.68,34.959,21.0,0.0
16.7,35.495,22.0,11000.0
16.72,35.763,23.0,0.0
16.74,35.495,24.0,882.4
16.76,35.763,25.0,1764.7
16.78,36.03,26.0,18823.5
16.8,36.298,27.0,78882.4
16.82,36.298,28.0,633529.4
16.84,36.03,29.0,24941.2
17.02,35.763,30.0,13823.5
17.04,35.763,31.0,3823.5
17.06,34.959,32.0,18411.8
17.08,35.495,33.0,2941.2
17.1,35.495,34.0,7058.8
17.12,35.227,35.0,176.5
17.14,34.959,36.0,823.5
17.16,35.495,37.0,1764.7
17.18,35.763,38.0,3058.8
17.2,35.763,39.0,12176.5
17.22,35.763,40.0,6941.2
17.24,34.959,41.0,25294.1
17.26,35.495,42.0,20823.5
17.28,35.495,43.0,12941.2
17.3,35.495,44.0,1626117.6
17.32,35.763,45.0,21941.2
17.34,35.495,46.0,7823.5
17.36,35.763,47.0,3058.8
17.38,35.227,48.0,10411.8
17.4,35.495,49.0,529.4
17.42,35.227,50.0,3764.7
17.44,35.227,51.0,3058.8
17.46,36.03,52.0,2588.2
17.48,35.763,53.0,2294.1
17.5,36.03,54.0,764.7
17.52,36.566,55.0,3470.6
17.72,35.495,56.0,8764.7
17.74,35.763,57.0,5705.9
17.76,36.03,58.0,40117.6
17.78,35.495,59.0,1705.9
17.8,35.495,60.0,1294.1
17.82,34.959,61.0,58.8
17.84,35.763,62.0,411.8
17.86,34.692,63.0,588.2
17.88,35.227,64.0,20529.4
17.9,35.763,65.0,588.2
17.92,35.763,66.0,1470.6
17.94,36.03,67.0,588.2
17.96,35.763,68.0,529.4
17.98,35.763,69.0,13352.9
18.0,35.495,70.0,941.2
18.02,34.959,71.0,117.6
18.04,35.495,72.0,1294.1
18.06,34.959,73.0,13529.4
18.08,34.959,74.0,647.1
18.1,35.495,75.0,6529.4
18.12,35.763,76.0,1235.3
18.14,35.763,77.0,2294.1
18.16,35.763,78.0,5000.0
18.18,35.763,79.0,941.2
18.2,35.763,80.0,117.6
18.22,35.495,81.0,764.7
18.42,35.763,5.0,0.0
18.44,35.495,6.0,0.0
18.46,35.495,7.0,0.0
18.64,35.763,82.0,2941.2
18.66,36.03,83.0,117.6
18.68,35.495,84.0,117.6
18.7,35.495,85.0,58.8
18.72,35.763,86.0,0.0
18.74,35.495,87.0,58.8
18.76,35.495,88.0,0.0
18.78,35.495,89.0,117.6
18.8,35.495,90.0,58.8
18.82,34.959,91.0,764.7
18.84,35.227,92.0,176.5
18.86,35.495,93.0,0.0
18.88,34.959,94.0,235.3
18.9,35.227,95.0,58.8
18.92,35.763,96.0,352.9
18.94,36.03,97.0,470.6
18.96,35.763,98.0,294.1
18.98,34.959,99.0,58.8
19.0,36.03,100.0,117.6
19.02,35.763,101.0,176.5
19.04,35.763,102.0,0.0
19.22,35.495,5.0,0.0
19.24,35.763,6.0,0.0
19.26,35.495,7.0,0.0
19.46,35.495,12.0,37352.9
19.48,34.959,13.0,2764.7
19.5,35.763,14.0,9647.1
19.52,35.227,15.0,44588.2
19.54,35.227,16.0,206000.0
19.56,35.495,17.0,1162176.5
19.58,34.692,18.0,4460882.4
19.6,35.495,19.0,207294.1
19.62,35.227,20.0,15117.6
19.66,35.763,21.0,0.0
19.68,35.495,22.0,10117.6
19.7,35.495,23.0,176.5
19.72,35.763,24.0,1058.8
19.74,36.03,25.0,2000.0
19.76,36.03,26.0,20647.1
19.78,36.298,27.0,77000.0
19.8,36.03,28.0,646882.4
19.82,35.763,29.0,22823.5
20.0,36.03,30.0,10352.9
20.02,35.227,31.0,3470.6
20.04,35.495,32.0,17352.9
20.06,35.763,33.0,3647.1
20.08,35.495,34.0,5117.6
20.1,34.959,35.0,117.6
20.12,35.763,36.0,941.2
20.14,36.03,37.0,941.2
20.16,35.763,38.0,3294.1
20.18,35.495,39.0,12294.1
20.2,35.763,40.0,7529.4
20.22,35.495,41.0,25705.9
20.24,35.495,42.0,21000.0
20.26,35.227,43.0,14058.8
20.28,34.959,44.0,1592000.0
20.3,35.495,45.0,21294.1
20.32,35.227,46.0,7352.9
20.34,35.495,47.0,3058.8
20.36,35.227,48.0,10235.3
20.38,35.495,49.0,941.2
20.4,35.495,50.0,4235.3
20.42,35.763,51.0,2705.9
20.44,35.763,52.0,2647.1
20.46,34.959,53.0,1235.3
20.48,36.03,54.0,705.9
20.5,35.763,55.0,4764.7
20.66,35.763,151.0,0.0
20.68,35.763,152.0,0.0
20.7,35.495,153.0,0.0
20.72,36.566,154.0,0.0
20.74,34.959,155.0,0.0
20.76,35.495,156.0,0.0
20.78,35.495,157.0,0.0
20.8,35.495,158.0,0.0
20.82,34.959,159.0,0.0
20.84,36.03,160.0,0.0
20.86,35.495,161.0,0.0
20.88,35.763,162.0,0.0
20.9,36.03,163.0,0.0
20.92,35.495,164.0,0.0
20.94,35.495,165.0,0.0
20.96,35.763,166.0,0.0
20.98,35.763,167.0,0.0
21.0,34.959,168.0,0.0
21.02,34.959,169.0,0.0
21.18,35.495,56.0,15411.8
21.2,35.495,57.0,3647.1
21.22,36.03,58.0,37000.0
21.24,36.566,59.0,1588.2
21.26,36.03,60.0,1470.6
21.28,36.03,61.0,58.8
21.3,35.763,62.0,352.9
21.32,36.03,63.0,470.6
21.34,36.03,64.0,18882.4
21.36,36.03,65.0,411.8
21.38,35.495,66.0,1000.0
21.4,35.495,67.0,647.1
21.42,35.763,68.0,647.1
21.44,35.763,69.0,13647.1
21.46,35.495,70.0,294.1
21.48,35.227,71.0,294.1
21.5,35.495,72.0,1470.6
21.52,35.495,73.0,13058.8
21.54,35.763,74.0,588.2
21.56,35.495,75.0,6352.9
21.58,35.227,76.0,647.1
21.6,35.763,77.0,2176.5
21.62,36.03,78.0,4529.4
21.64,35.227,79.0,823.5
21.66,35.495,80.0,117.6
21.68,35.763,81.0,764.7
21.88,35.763,5.0,0.0
21.9,35.763,6.0,0.0
21.92,35.763,7.0,0.0
22.08,36.03,82.0,235.3
22.1,35.495,83.0,176.5
22.12,35.495,84.0,176.5
22.14,35.763,85.0,235.3
22.16,35.763,86.0,0.0
22.18,34.959,87.0,58.8
22.2,35.495,88.0,0.0
22.22,35.495,89.0,0.0
22.24,34.959,90.0,58.8
22.26,35.227,91.0,588.2
22.28,35.495,92.0,176.5
22.3,34.959,93.0,117.6
22.32,35.763,94.0,235.3
22.34,36.03,95.0,117.6
22.36,35.495,96.0,764.7
22.38,35.763,97.0,352.9
22.4,35.763,98.0,235.3
22.42,35.495,99.0,0.0
22.44,35.227,100.0,176.5
22.46,35.227,101.0,0.0
22.48,35.227,102.0,0.0
22.66,35.763,5.0,0.0
22.68,35.495,6.0,0.0
22.7,36.03,7.0,58.8
22.88,35.495,12.0,38117.6
22.9,35.763,13.0,3235.3
22.92,35.495,14.0,11117.6
22.94,35.763,15.0,49705.9
22.96,35.495,16.0,210823.5
22.98,35.763,17.0,1139588.2
23.0,35.763,18.0,4423470.6
23.02,34.959,19.0,210000.0
23.04,35.495,20.0,14176.5
23.08,35.763,21.0,0.0
23.1,35.763,22.0,11588.2
23.12,35.763,23.0,58.8
23.14,35.763,24.0,411.8
23.16,35.227,25.0,1117.6
23.18,35.495,26.0,19352.9
23.2,35.227,27.0,81058.8
23.22,35.227,28.0,624764.7
23.24,35.495,29.0,24000.0
23.44,36.03,30.0,11882.4
23.46,36.03,31.0,3588.2
23.48,35.763,32.0,18764.7
23.5,36.03,33.0,3411.8
23.52,35.495,34.0,5647.1
23.54,36.03,35.0,294.1
23.56,35.763,36.0,882.4
23.58,35.227,37.0,823.5
23.6,35.495,38.0,2411.8
23.62,35.763,39.0,11588.2
23.64,34.959,40.0,8058.8
23.66,35.495,41.0,26176.5
23.68,35.227,42.0,19058.8
23.7,35.227,43.0,13235.3
23.72,35.495,44.0,1554176.5
23.74,35.763,45.0,23294.1
23.76,36.566,46.0,7176.5
23.78,36.298,47.0,2823.5
23.8,35.227,48.0,8823.5
23.82,35.763,49.0,647.1
23.84,35.495,50.0,3411.8
23.86,35.495,51.0,2941.2
23.88,35.495,52.0,3000.0
23.9,35.763,53.0,1294.1
23.92,35.495,54.0,764.7
23.94,35.227,55.0,3823.5
24.12,36.03,56.0,10411.8
24.14,35.763,57.0,4117.6
24.16,36.298,58.0,37647.1
24.18,36.03,59.0,1647.1
24.2,36.03,60.0,1588.2
24.22,35.763,61.0,176.5
24.24,35.763,62.0,588.2
24.26,36.03,63.0,294.1
24.28,35.763,64.0,19000.0
24.3,36.03,65.0,294.1
24.32,36.03,66.0,1411.8
24.34,36.03,67.0,529.4
24.36,35.763,68.0,411.8
24.38,35.495,69.0,13647.1
24.4,35.227,70.0,823.5
24.42,35.495,71.0,176.5
24.44,35.495,72.0,1411.8
24.46,35.763,73.0,12647.1
24.48,35.763,74.0,823.5
24.5,35.495,75.0,5352.9
24.52,35.763,76.0,1588.2
24.54,36.03,77.0,1588.2
24.56,35.763,78.0,5411.8
24.58,36.03,79.0,764.7
24.6,35.763,80.0,117.6
24.62,35.763,81.0,705.9
24.8,35.227,103.0,4117.6
24.82,35.763,104.0,117.6
24.84,36.03,105.0,58.8
24.86,36.298,106.0,764.7
24.88,36.298,107.0,117.6
24.9,35.763,108.0,352.9
24.92,36.03,109.0,58.8
24.94,36.03,110.0,117.6
24.96,35.763,111.0,58.8
24.98,35.495,112.0,0.0
25.0,36.03,113.0,58.8
25.02,36.03,114.0,0.0
25.04,35.763,115.0,58.8
25.06,35.495,116.0,117.6
25.08,36.03,117.0,117.6
25.1,35.495,118.0,117.6
25.12,35.763,119.0,176.5
25.14,34.959,120.0,176.5
25.16,34.959,121.0,0.0
25.18,35.227,122.0,58.8
25.2,36.03,123.0,0.0
25.38,35.495,5.0,0.0
25.4,35.495,6.0,0.0
25.42,34.959,7.0,0.0
25.6,36.03,82.0,235.3
