time,temp,m/z,abundance
3.16,1.696,85.0,764.7
3.18,1.758,86.0,352.9
3.2,1.82,87.0,176.5
3.22,1.882,88.0,176.5
3.24,1.944,89.0,470.6
3.26,2.006,90.0,470.6
3.28,2.068,91.0,1823.5
3.3,2.13,92.0,588.2
3.32,2.192,93.0,823.5
3.34,2.254,94.0,1294.1
3.36,2.316,95.0,352.9
3.38,2.378,96.0,764.7
3.4,2.44,97.0,1176.5
3.42,2.502,98.0,411.8
3.44,2.564,99.0,235.3
3.46,2.626,100.0,470.6
3.48,2.688,101.0,1000.0
3.5,2.75,102.0,58.8
3.52,2.812,103.0,411.8
3.54,2.874,104.0,411.8
3.56,2.936,105.0,647.1
3.58,2.998,106.0,529.4
3.6,3.06,107.0,176.5
3.62,3.122,108.0,294.1
3.64,3.184,109.0,294.1
3.66,3.246,110.0,0.0
3.68,3.308,111.0,176.5
3.7,3.37,112.0,411.8
3.72,3.432,113.0,235.3
3.74,3.494,114.0,176.5
3.76,3.556,115.0,294.1
3.78,3.618,116.0,176.5
3.8,3.68,117.0,470.6
3.82,3.742,118.0,235.3
3.84,3.804,119.0,1705.9
3.86,3.866,120.0,411.8
3.88,3.928,121.0,58.8
3.9,3.99,122.0,352.9
3.92,4.052,123.0,117.6
3.94,4.114,124.0,176.5
3.96,4.176,125.0,176.5
3.98,4.238,126.0,294.1
4.0,4.3,127.0,529.4
4.02,4.27,128.0,294.1
4.04,4.239,129.0,117.6
4.06,4.209,130.0,58.8
4.08,4.178,131.0,352.9
4.1,4.148,132.0,352.9
4.12,4.117,133.0,235.3
4.14,4.087,134.0,58.8
4.16,4.057,135.0,58.8
4.18,4.026,136.0,0.0
4.2,3.996,137.0,58.8
4.22,3.965,138.0,58.8
4.24,3.935,139.0,0.0
4.26,3.904,140.0,0.0
4.28,3.874,141.0,235.3
4.3,3.843,142.0,58.8
4.32,3.813,143.0,58.8
4.34,3.783,144.0,0.0
4.36,3.752,145.0,176.5
4.38,3.722,146.0,823.5
4.4,3.691,147.0,1470.6
4.42,3.661,148.0,58.8
4.44,3.63,149.0,117.6
4.46,3.6,150.0,176.5
4.5,3.539,151.1,588.2
4.52,3.509,151.0,58.8
4.54,3.478,152.0,58.8
4.56,3.448,153.0,58.8
4.58,3.417,154.0,0.0
4.6,3.387,155.0,0.0
4.62,3.357,184.0,0.0
4.64,3.326,189.0,0.0
4.66,3.296,192.0,0.0
4.68,3.265,207.0,58.8
4.7,3.235,221.0,0.0
4.72,3.204,233.0,0.0
4.74,3.174,281.0,0.0
4.78,3.113,1.9,408705.9
4.8,3.083,2.0,408764.7
4.82,3.052,3.0,117.6
4.84,3.022,12.0,19705.9
4.86,2.991,13.0,3764.7
4.88,2.961,14.0,27176.5
4.9,2.93,15.0,52294.1
4.92,2.9,16.0,284764.7
4.94,3.125,17.0,2427294.1
4.96,3.35,19.0,105647.1
4.98,3.575,20.0,103588.2
5.02,3.8,21.0,117.6
5.04,3.8,22.0,4764.7
5.06,3.8,23.0,352.9
5.08,3.8,24.0,11529.4
5.1,3.8,25.0,3117.6
5.12,3.8,26.0,24470.6
5.14,3.8,27.0,64411.8
5.16,3.8,28.0,915941.2
5.18,3.8,29.0,64117.6
5.2,3.8,30.0,43176.5
5.22,3.8,31.0,6352.9
5.24,3.8,32.0,404941.2
5.26,3.8,33.0,44470.6
5.28,3.8,34.0,121882.4
5.3,3.8,35.0,6647.1
5.32,3.8,35.8,28588.2
5.34,3.8,35.9,28823.5
5.36,3.8,36.0,27705.9
5.38,3.8,36.1,24823.5
5.4,3.8,36.2,23588.2
5.42,3.8,36.8,2823.5
5.44,3.8,36.9,1529.4
5.46,3.8,37.0,2764.7
5.48,3.8,37.1,1882.4
5.5,3.8,37.2,1235.3
5.52,3.8,37.8,10058.8
5.54,3.8,37.9,10647.1
5.56,3.8,38.0,12176.5
5.58,3.8,38.1,10647.1
5.6,3.8,38.2,9352.9
5.62,3.8,39.0,14352.9
5.64,3.8,39.8,9411.8
5.66,3.8,39.9,10117.6
5.68,3.8,40.0,9588.2
5.7,3.8,40.1,10235.3
5.72,3.8,40.2,9235.3
5.74,3.8,41.0,28235.3
5.76,3.8,42.0,32176.5
5.78,3.8,43.0,44235.3
5.8,3.8,44.0,987529.4
5.82,3.8,45.0,34764.7
5.84,3.8,46.0,12294.1
5.86,3.8,47.0,24411.8
5.88,3.8,48.0,1012764.7
5.9,3.8,49.0,10823.5
5.92,3.8,50.0,49058.8
5.94,3.8,51.0,5529.4
5.96,3.8,52.0,2235.3
5.98,3.8,53.0,3411.8
6.0,3.8,54.0,2117.6
6.02,3.816,55.0,7588.2
6.04,3.832,56.0,7352.9
6.06,3.848,57.0,6058.8
6.08,3.864,58.0,6588.2
6.1,3.88,59.0,2235.3
6.12,3.896,60.0,16352.9
6.14,3.912,61.0,823.5
6.16,3.928,62.0,3647.1
6.18,3.944,63.0,1764.7
6.2,3.96,63.8,2823882.4
6.22,3.976,63.9,2814117.6
6.24,3.992,64.0,2864529.4
6.26,4.008,64.1,2803470.6
6.28,4.024,64.2,2389117.6
6.3,4.04,65.0,27705.9
6.32,4.056,65.8,154470.6
6.34,4.072,65.9,154764.7
6.36,4.088,66.0,156235.3
6.38,4.104,66.1,154117.6
6.4,4.12,66.2,132058.8
6.42,4.136,67.0,2117.6
6.44,4.152,68.0,2705.9
6.46,4.168,69.0,9235.3
6.48,4.184,70.0,3000.0
6.5,4.2,71.0,764.7
6.52,4.216,72.0,1882.4
6.54,4.232,73.0,3000.0
6.56,4.248,74.0,1705.9
6.58,4.264,75.0,4294.1
6.6,4.28,76.0,3235.3
6.62,4.296,77.0,3117.6
6.64,4.312,78.0,2352.9
6.66,4.328,79.0,4882.4
6.68,4.344,80.0,2000.0
6.7,4.36,81.0,2882.4
6.72,4.376,82.0,2588.2
6.74,4.392,83.0,1000.0
6.76,4.408,84.0,588.2
6.78,4.424,85.0,705.9
6.8,4.44,86.0,58.8
6.82,4.456,87.0,176.5
6.84,4.472,88.0,352.9
6.86,4.488,89.0,117.6
6.88,4.504,90.0,294.1
6.9,4.52,91.0,1941.2
6.92,4.536,92.0,705.9
6.94,4.552,93.0,705.9
6.96,4.568,94.0,1411.8
6.98,4.584,95.0,764.7
7.0,4.6,96.0,1235.3
7.02,4.606,97.0,1529.4
7.04,4.612,98.0,352.9
7.06,4.618,99.0,470.6
7.08,4.624,100.0,529.4
7.1,4.63,101.0,588.2
7.12,4.636,102.0,117.6
7.14,4.642,103.0,352.9
7.16,4.648,104.0,294.1
7.18,4.654,105.0,1294.1
7.2,4.66,106.0,764.7
7.22,4.666,107.0,294.1
7.24,4.672,108.0,294.1
7.26,4.678,109.0,176.5
7.28,4.684,110.0,294.1
7.3,4.69,111.0,117.6
7.32,4.696,112.0,470.6
7.34,4.702,113.0,352.9
7.36,4.708,114.0,117.6
7.38,4.714,115.0,882.4
7.4,4.72,116.0,58.8
7.42,4.726,117.0,588.2
7.44,4.732,118.0,294.1
7.46,4.738,119.0,1294.1
7.48,4.744,120.0,411.8
7.5,4.75,121.0,235.3
7.52,4.756,122.0,235.3
7.54,4.762,123.0,117.6
7.56,4.768,124.0,58.8
7.58,4.774,125.0,58.8
7.6,4.78,126.0,529.4
7.62,4.786,127.0,294.1
7.64,4.792,128.0,647.1
7.66,4.798,129.0,176.5
7.68,4.804,130.0,176.5
7.7,4.81,131.0,588.2
7.72,4.816,132.0,470.6
7.74,4.822,133.0,176.5
7.76,4.828,134.0,235.3
7.78,4.834,135.0,117.6
7.8,4.84,136.0,0.0
7.82,4.846,137.0,0.0
7.84,4.852,138.0,58.8
7.86,4.858,139.0,58.8
7.88,4.864,140.0,0.0
7.9,4.87,141.0,58.8
7.92,4.876,142.0,176.5
7.94,4.882,143.0,176.5
7.96,4.888,144.0,235.3
7.98,4.894,145.0,176.5
8.0,4.9,146.0,1117.6
8.02,4.925,147.0,1235.3
8.04,4.95,148.0,117.6
8.06,4.975,149.0,117.6
8.08,5.0,150.0,470.6
8.12,5.05,151.1,529.4
8.14,5.075,151.0,0.0
8.16,5.1,152.0,0.0
8.18,5.125,153.0,0.0
8.2,5.15,154.0,0.0
8.22,5.175,155.0,58.8
8.24,5.2,184.0,0.0
8.26,5.225,189.0,0.0
8.28,5.25,192.0,0.0
8.3,5.275,207.0,176.5
8.32,5.3,221.0,0.0
8.34,5.325,233.0,0.0
8.36,5.35,281.0,0.0
8.4,5.4,1.9,400000.0
8.42,5.425,2.0,401882.4
8.44,5.45,3.0,235.3
8.46,5.475,12.0,19470.6
8.48,5.5,13.0,3882.4
8.5,5.525,14.0,26235.3
8.52,5.55,15.0,51823.5
8.54,5.575,16.0,280000.0
8.56,5.6,17.0,2435176.5
8.58,5.591,19.0,105647.1
8.6,5.582,20.0,107705.9
8.64,5.564,21.0,352.9
8.66,5.555,22.0,6000.0
8.68,5.545,23.0,235.3
8.7,5.536,24.0,11764.7
8.72,5.527,25.0,4529.4
8.74,5.518,26.0,22470.6
8.76,5.509,27.0,66176.5
8.78,5.5,28.0,905058.8
8.8,5.491,29.0,66470.6
8.82,5.482,30.0,46411.8
8.84,5.473,31.0,5941.2
8.86,5.464,32.0,406235.3
8.88,5.455,33.0,42529.4
8.9,5.445,34.0,124176.5
8.92,5.436,35.0,4705.9
8.94,5.427,35.8,31823.5
8.96,5.418,35.9,26000.0
8.98,5.409,36.0,26176.5
9.0,5.4,36.1,24352.9
9.02,5.408,36.2,21588.2
9.04,5.416,36.8,3235.3
9.06,5.424,36.9,1941.2
9.08,5.432,37.0,2294.1
9.1,5.44,37.1,2176.5
9.12,5.448,37.2,1882.4
9.14,5.456,37.8,9294.1
9.16,5.464,37.9,10823.5
9.18,5.472,38.0,11117.6
9.2,5.48,38.1,10529.4
9.22,5.488,38.2,8470.6
9.24,5.496,39.0,14647.1
9.26,5.504,39.8,8941.2
9.28,5.512,39.9,10411.8
9.3,5.52,40.0,9000.0
9.32,5.528,40.1,10411.8
9.34,5.536,40.2,9058.8
9.36,5.544,41.0,29058.8
9.38,5.552,42.0,27647.1
9.4,5.56,43.0,44705.9
9.42,5.568,44.0,1006470.6
9.44,5.576,45.0,32882.4
9.46,5.584,46.0,13176.5
9.48,5.592,47.0,22235.3
9.5,5.6,48.0,999176.5
9.52,5.608,49.0,11117.6
9.54,5.616,50.0,56000.0
9.56,5.624,51.0,4764.7
9.58,5.632,52.0,2705.9
9.6,5.64,53.0,2941.2
9.62,5.648,54.0,3764.7
9.64,5.656,55.0,7411.8
9.66,5.664,56.0,7235.3
9.68,5.672,57.0,5176.5
9.7,5.68,58.0,5823.5
9.72,5.688,59.0,2529.4
9.74,5.696,60.0,15352.9
9.76,5.704,61.0,1705.9
9.78,5.712,62.0,2941.2
9.8,5.72,63.0,2294.1
9.82,5.728,63.8,2855000.0
9.84,5.736,63.9,2825882.4
9.86,5.744,64.0,2838176.5
9.88,5.752,64.1,2792235.3
9.9,5.76,64.2,2388470.6
9.92,5.768,65.0,29352.9
9.94,5.776,65.8,157235.3
9.96,5.784,65.9,158117.6
9.98,5.792,66.0,160352.9
10.0,5.8,66.1,148294.1
10.02,5.816,66.2,133235.3
10.04,5.832,67.0,3000.0
10.06,5.848,68.0,3411.8
10.08,5.864,69.0,7941.2
10.1,5.88,70.0,2294.1
10.12,5.896,71.0,882.4
10.14,5.912,72.0,1823.5
10.16,5.928,73.0,2411.8
10.18,5.944,74.0,1117.6
10.2,5.96,75.0,7647.1
10.22,5.976,76.0,3588.2
10.24,5.992,77.0,3235.3
10.26,6.008,78.0,2470.6
10.28,6.024,79.0,3352.9
10.3,6.04,80.0,2882.4
10.32,6.056,81.0,2176.5
10.34,6.072,82.0,2176.5
10.36,6.088,83.0,1411.8
10.38,6.104,84.0,1000.0
10.4,6.12,85.0,764.7
10.42,6.136,86.0,294.1
10.44,6.152,87.0,235.3
10.46,6.168,88.0,352.9
10.48,6.184,89.0,352.9
10.5,6.2,90.0,294.1
10.52,6.216,91.0,1882.4
10.54,6.232,92.0,882.4
10.56,6.248,93.0,705.9
10.58,6.264,94.0,1176.5
10.6,6.28,95.0,705.9
10.62,6.296,96.0,823.5
10.64,6.312,97.0,941.2
10.66,6.328,98.0,470.6
10.68,6.344,99.0,294.1
10.7,6.36,100.0,647.1
10.72,6.376,101.0,764.7
10.74,6.392,102.0,235.3
10.76,6.408,103.0,235.3
10.78,6.424,104.0,529.4
10.8,6.44,105.0,588.2
10.82,6.456,106.0,470.6
10.84,6.472,107.0,647.1
10.86,6.488,108.0,470.6
10.88,6.504,109.0,411.8
10.9,6.52,110.0,235.3
10.92,6.536,111.0,235.3
10.94,6.552,112.0,235.3
10.96,6.568,113.0,176.5
10.98,6.584,114.0,117.6
11.0,6.6,115.0,411.8
11.02,6.586,116.0,294.1
11.04,6.572,117.0,176.5
11.06,6.558,118.0,176.5
11.08,6.544,119.0,1529.4
11.1,6.53,120.0,117.6
11.12,6.516,121.0,58.8
11.14,6.502,122.0,176.5
11.16,6.488,123.0,0.0
11.18,6.474,124.0,58.8
11.2,6.46,125.0,0.0
11.22,6.446,126.0,411.8
11.24,6.432,127.0,529.4
11.26,6.418,128.0,411.8
11.28,6.404,129.0,117.6
11.3,6.39,130.0,58.8
11.32,6.376,131.0,529.4
11.34,6.362,132.0,352.9
11.36,6.348,133.0,117.6
11.38,6.334,134.0,235.3
11.4,6.32,135.0,117.6
11.42,6.306,136.0,58.8
11.44,6.292,137.0,176.5
11.46,6.278,138.0,0.0
11.48,6.264,139.0,176.5
11.5,6.25,140.0,176.5
11.52,6.236,141.0,294.1
11.54,6.222,142.0,294.1
11.56,6.208,143.0,235.3
11.58,6.194,144.0,176.5
11.6,6.18,145.0,117.6
11.62,6.166,146.0,1000.0
11.64,6.152,147.0,647.1
11.66,6.138,148.0,0.0
11.68,6.124,149.0,294.1
11.7,6.11,150.0,294.1
11.74,6.082,151.1,647.1
11.76,6.068,151.0,176.5
11.78,6.054,152.0,0.0
11.8,6.04,153.0,117.6
11.82,6.026,154.0,176.5
11.84,6.012,155.0,0.0
11.86,5.998,184.0,0.0
11.88,5.984,189.0,0.0
11.9,5.97,192.0,0.0
11.92,5.956,207.0,58.8
11.94,5.942,221.0,0.0
11.96,5.928,233.0,0.0
11.98,5.914,281.0,0.0
12.02,6.0,1.9,401058.8
12.04,6.1,2.0,404647.1
12.06,6.2,3.0,235.3
12.08,6.3,12.0,20176.5
12.1,6.4,13.0,4588.2
12.12,6.5,14.0,25823.5
12.14,6.6,15.0,52588.2
12.16,6.7,16.0,269941.2
12.18,6.8,17.0,2428764.7
12.2,6.9,19.0,99058.8
12.22,6.935,20.0,106117.6
12.26,7.005,21.0,352.9
12.28,7.04,22.0,6000.0
12.3,7.075,23.0,117.6
12.32,7.11,24.0,9882.4
12.34,7.145,25.0,3882.4
12.36,7.18,26.0,22117.6
12.38,7.215,27.0,62058.8
12.4,7.25,28.0,921294.1
12.42,7.285,29.0,66647.1
12.44,7.32,30.0,41588.2
12.46,7.355,31.0,6235.3
12.48,7.39,32.0,413764.7
12.5,7.425,33.0,43235.3
12.52,7.46,34.0,117529.4
12.54,7.495,35.0,4941.2
12.56,7.53,35.8,27352.9
12.58,7.565,35.9,28000.0
12.6,7.6,36.0,29294.1
12.62,7.635,36.1,24411.8
12.64,7.67,36.2,22117.6
12.66,7.705,36.8,2235.3
12.68,7.74,36.9,1823.5
12.7,7.775,37.0,2117.6
12.72,7.81,37.1,2470.6
12.74,7.845,37.2,2352.9
12.76,7.88,37.8,9352.9
12.78,7.915,37.9,11411.8
12.8,7.95,38.0,10000.0
12.82,7.985,38.1,8647.1
12.84,8.02,38.2,8882.4
12.86,8.055,39.0,12588.2
12.88,8.09,39.8,10705.9
12.9,8.125,39.9,11294.1
12.92,8.16,40.0,9823.5
12.94,8.195,40.1,10058.8
12.96,8.23,40.2,10705.9
12.98,8.265,41.0,29352.9
13.0,8.3,42.0,31529.4
13.02,8.278,43.0,44000.0
13.04,8.256,44.0,1001764.7
13.06,8.234,45.0,36058.8
13.08,8.212,46.0,11588.2
13.1,8.19,47.0,24705.9
13.12,8.168,48.0,1014352.9
13.14,8.146,49.0,9941.2
13.16,8.124,50.0,49882.4
13.18,8.102,51.0,4411.8
13.2,8.08,52.0,2058.8
13.22,8.058,53.0,2823.5
13.24,8.036,54.0,2235.3
13.26,8.014,55.0,6647.1
13.28,7.992,56.0,7882.4
13.3,7.97,57.0,5352.9
13.32,7.948,58.0,5529.4
13.34,7.926,59.0,2352.9
13.36,7.904,60.0,16235.3
13.38,7.882,61.0,705.9
13.4,7.86,62.0,1823.5
13.42,7.838,63.0,2117.6
13.44,7.816,63.8,2828470.6
13.46,7.794,63.9,2811882.4
13.48,7.772,64.0,2842705.9
13.5,7.75,64.1,2757470.6
13.52,7.728,64.2,2373352.9
13.54,7.706,65.0,29000.0
13.56,7.684,65.8,154941.2
13.58,7.662,65.9,155058.8
13.6,7.64,66.0,152882.4
13.62,7.618,66.1,150294.1
13.64,7.596,66.2,131058.8
13.66,7.574,67.0,2117.6
13.68,7.552,68.0,2823.5
13.7,7.53,69.0,9294.1
13.72,7.508,70.0,2882.4
13.74,7.486,71.0,882.4
13.76,7.464,72.0,1529.4
13.78,7.442,73.0,3176.5
13.8,7.42,74.0,882.4
13.82,7.398,75.0,4882.4
13.84,7.376,76.0,3588.2
13.86,7.354,77.0,2823.5
13.88,7.332,78.0,2941.2
13.9,7.31,79.0,3764.7
13.92,7.288,80.0,3000.0
13.94,7.266,81.0,2823.5
13.96,7.244,82.0,1529.4
13.98,7.222,83.0,705.9
14.0,7.2,84.0,941.2
14.02,7.23,85.0,941.2
14.04,7.26,86.0,235.3
14.06,7.29,87.0,352.9
14.08,7.32,88.0,235.3
14.1,7.35,89.0,470.6
14.12,7.38,90.0,235.3
14.14,7.41,91.0,1352.9
14.16,7.44,92.0,882.4
14.18,7.47,93.0,941.2
14.2,7.5,94.0,882.4
14.22,7.53,95.0,529.4
14.24,7.56,96.0,1294.1
14.26,7.59,97.0,1294.1
14.28,7.62,98.0,705.9
14.3,7.65,99.0,176.5
14.32,7.68,100.0,470.6
14.34,7.71,101.0,588.2
14.36,7.74,102.0,352.9
14.38,7.77,103.0,411.8
14.4,7.8,104.0,705.9
14.42,7.83,105.0,941.2
14.44,7.86,106.0,882.4
14.46,7.89,107.0,411.8
14.48,7.92,108.0,647.1
14.5,7.95,109.0,529.4
14.52,7.98,110.0,411.8
14.54,8.01,111.0,58.8
14.56,8.04,112.0,176.5
14.58,8.07,113.0,176.5
14.6,8.1,114.0,0.0
14.62,8.13,115.0,235.3
14.64,8.16,116.0,58.8
14.66,8.19,117.0,411.8
14.68,8.22,118.0,411.8
14.7,8.25,119.0,1588.2
14.72,8.28,120.0,294.1
14.74,8.31,121.0,294.1
14.76,8.34,122.0,117.6
14.78,8.37,123.0,58.8
14.8,8.4,124.0,117.6
14.82,8.43,125.0,235.3
14.84,8.46,126.0,294.1
14.86,8.49,127.0,705.9
14.88,8.52,128.0,176.5
14.9,8.55,129.0,117.6
14.92,8.58,130.0,0.0
14.94,8.61,131.0,588.2
14.96,8.64,132.0,470.6
14.98,8.67,133.0,235.3
15.0,8.7,134.0,235.3
15.02,8.682,135.0,117.6
15.04,8.665,136.0,0.0
15.06,8.647,137.0,176.5
15.08,8.629,138.0,176.5
15.1,8.612,139.0,58.8
15.12,8.594,140.0,58.8
15.14,8.576,141.0,235.3
15.16,8.559,142.0,235.3
15.18,8.541,143.0,0.0
15.2,8.524,144.0,235.3
15.22,8.506,145.0,294.1
15.24,8.488,146.0,588.2
15.26,8.471,147.0,588.2
15.28,8.453,148.0,117.6
15.3,8.435,149.0,0.0
15.32,8.418,150.0,352.9
15.36,8.388,151.1,294.1
15.38,8.376,151.0,352.9
15.4,8.364,152.0,0.0
15.42,8.352,153.0,58.8
15.44,8.339,154.0,0.0
15.46,8.327,155.0,0.0
15.48,8.315,184.0,0.0
15.5,8.303,189.0,0.0
15.52,8.291,192.0,0.0
15.54,8.279,207.0,58.8
15.56,8.267,221.0,0.0
15.58,8.255,233.0,0.0
15.6,8.242,281.0,0.0
15.64,8.218,1.9,402411.8
15.66,8.206,2.0,405411.8
15.68,8.194,3.0,176.5
15.7,8.182,12.0,19588.2
15.72,8.17,13.0,4411.8
15.74,8.158,14.0,28294.1
15.76,8.145,15.0,54529.4
15.78,8.133,16.0,278352.9
15.8,8.121,17.0,2424470.6
15.82,8.109,19.0,102647.1
15.84,8.097,20.0,105000.0
15.88,8.073,21.0,0.0
15.9,8.061,22.0,6411.8
15.92,8.048,23.0,352.9
15.94,8.036,24.0,10529.4
15.96,8.024,25.0,3294.1
15.98,8.012,26.0,23058.8
16.0,8.0,27.0,62823.5
16.02,8.022,28.0,897529.4
16.04,8.044,29.0,67000.0
16.06,8.066,30.0,41764.7
16.08,8.088,31.0,6529.4
16.1,8.11,32.0,400647.1
16.12,8.132,33.0,43235.3
16.14,8.154,34.0,116176.5
16.16,8.176,35.0,6117.6
16.18,8.198,35.8,26411.8
16.2,8.22,35.9,28470.6
16.22,8.242,36.0,27176.5
16.24,8.264,36.1,24117.6
16.26,8.286,36.2,19529.4
16.28,8.308,36.8,2294.1
16.3,8.33,36.9,2000.0
16.32,8.352,37.0,2411.8
16.34,8.374,37.1,2000.0
16.36,8.396,37.2,2058.8
16.38,8.418,37.8,10941.2
16.4,8.44,37.9,11529.4
16.42,8.462,38.0,9764.7
16.44,8.484,38.1,9411.8
16.46,8.506,38.2,9176.5
16.48,8.528,39.0,13352.9
16.5,8.55,39.8,9823.5
16.52,8.572,39.9,10823.5
16.54,8.594,40.0,9823.5
16.56,8.616,40.1,9823.5
16.58,8.638,40.2,8411.8
16.6,8.66,41.0,28941.2
16.62,8.682,42.0,29705.9
16.64,8.704,43.0,46764.7
16.66,8.726,44.0,993294.1
16.68,8.748,45.0,34294.1
16.7,8.77,46.0,12000.0
16.72,8.792,47.0,23470.6
16.74,8.814,48.0,1002000.0
16.76,8.836,49.0,10411.8
16.78,8.858,50.0,49117.6
16.8,8.88,51.0,4058.8
16.82,8.902,52.0,2235.3
16.84,8.924,53.0,4235.3
16.86,8.946,54.0,2176.5
16.88,8.968,55.0,7705.9
16.9,8.99,56.0,6176.5
16.92,9.012,57.0,4352.9
16.94,9.034,58.0,5647.1
16.96,9.056,59.0,2588.2
16.98,9.078,60.0,17352.9
17.0,9.1,61.0,1411.8
17.02,9.112,62.0,2823.5
17.04,9.124,63.0,1705.9
17.06,9.136,63.8,2829352.9
17.08,9.148,63.9,2794235.3
17.1,9.16,64.0,2817823.5
17.12,9.172,64.1,2761588.2
