time,temp,m/z,abundance
4.14,33.622,59.0,3117.6
4.16,33.087,60.0,2588.2
4.18,34.156,61.0,1176.5
4.2,33.622,62.0,882.4
4.22,34.156,63.0,529.4
4.24,33.354,64.0,23941.2
4.26,33.622,65.0,647.1
4.28,33.889,66.0,1941.2
4.3,33.354,67.0,647.1
4.32,33.354,68.0,470.6
4.34,33.354,69.0,21941.2
4.36,33.889,70.0,764.7
4.38,33.354,71.0,235.3
4.4,33.354,72.0,2352.9
4.42,32.82,73.0,23058.8
4.44,33.622,74.0,1411.8
4.46,33.622,75.0,53823.5
4.48,33.354,76.0,4176.5
4.5,33.354,77.0,6294.1
4.52,33.622,78.0,6764.7
4.54,33.354,79.0,1764.7
4.56,33.354,80.0,117.6
4.58,33.622,81.0,941.2
4.76,33.622,12.0,54058.8
4.78,33.354,13.0,4529.4
4.8,33.622,14.0,17882.4
4.82,33.622,15.0,92823.5
4.84,33.087,16.0,323647.1
4.86,33.354,17.0,1631000.0
4.88,33.622,18.0,5614764.7
4.9,33.354,19.0,229941.2
4.92,33.622,20.0,21705.9
4.96,34.424,21.0,294.1
4.98,33.622,22.0,15411.8
5.0,33.354,23.0,117.6
5.02,33.354,24.0,705.9
5.04,33.354,25.0,2764.7
5.06,33.622,26.0,27294.1
5.08,33.354,27.0,108705.9
5.1,33.087,28.0,873470.6
5.12,33.087,29.0,38294.1
5.3,32.82,5.0,0.0
5.32,33.889,6.0,0.0
5.34,33.354,7.0,0.0
5.52,33.354,82.0,529.4
5.54,33.087,83.0,117.6
5.56,33.087,84.0,294.1
5.58,33.889,85.0,117.6
5.6,33.087,86.0,58.8
5.62,33.354,87.0,58.8
5.64,32.82,88.0,58.8
5.66,33.622,89.0,117.6
5.68,33.354,90.0,235.3
5.7,33.354,91.0,470.6
5.72,33.354,92.0,352.9
5.74,33.622,93.0,411.8
5.76,33.622,94.0,176.5
5.78,33.354,95.0,294.1
5.8,33.354,96.0,705.9
5.82,32.552,97.0,1235.3
5.84,33.889,98.0,647.1
5.86,33.889,99.0,117.6
5.88,33.889,100.0,117.6
5.9,33.354,101.0,235.3
5.92,33.622,102.0,176.5
6.12,33.622,5.0,0.0
6.14,33.354,6.0,58.8
6.16,33.622,7.0,117.6
6.34,33.354,30.0,15411.8
6.36,33.622,31.0,6294.1
6.38,33.622,32.0,17411.8
6.4,33.622,33.0,6470.6
6.42,33.354,34.0,7058.8
6.44,33.087,35.0,411.8
6.46,33.622,36.0,1000.0
6.48,33.354,37.0,2823.5
6.5,33.622,38.0,4941.2
6.52,33.354,39.0,25647.1
6.54,34.156,40.0,14117.6
6.56,33.622,41.0,56588.2
6.58,33.889,42.0,31176.5
6.6,33.087,43.0,22058.8
6.62,33.889,44.0,2299941.2
6.64,33.622,45.0,37588.2
6.66,33.622,46.0,12647.1
6.68,33.622,47.0,8647.1
6.7,33.354,48.0,11647.1
6.72,33.622,49.0,2176.5
6.74,33.622,50.0,8529.4
6.76,33.354,51.0,5058.8
6.78,33.354,52.0,2176.5
6.8,33.889,53.0,2411.8
6.82,33.622,54.0,1941.2
6.84,33.622,55.0,10117.6
7.02,33.622,56.0,30294.1
7.04,33.087,57.0,10117.6
7.06,33.889,58.0,51647.1
7.08,33.622,59.0,1941.2
7.1,33.622,60.0,2352.9
7.12,33.354,61.0,1235.3
7.14,33.622,62.0,647.1
7.16,33.889,63.0,941.2
7.18,33.354,64.0,22176.5
7.2,33.889,65.0,470.6
7.22,33.622,66.0,2705.9
7.24,33.889,67.0,705.9
7.26,33.087,68.0,823.5
7.28,33.622,69.0,21529.4
7.3,33.354,70.0,1117.6
7.32,33.622,71.0,352.9
7.34,33.622,72.0,2529.4
7.36,33.354,73.0,20823.5
7.38,33.622,74.0,1588.2
7.4,33.354,75.0,52588.2
7.42,33.622,76.0,3529.4
7.44,33.354,77.0,8823.5
7.46,33.622,78.0,6705.9
7.48,33.622,79.0,2058.8
7.5,33.889,80.0,411.8
7.52,33.354,81.0,1294.1
7.72,33.354,12.0,51764.7
7.74,33.087,13.0,4588.2
7.76,33.622,14.0,15529.4
7.78,33.622,15.0,84000.0
7.8,33.622,16.0,310117.6
7.82,32.82,17.0,1613176.5
7.84,33.087,18.0,5557705.9
7.86,33.622,19.0,221941.2
7.88,33.622,20.0,23352.9
7.92,33.889,21.0,58.8
7.94,33.622,22.0,15882.4
7.96,33.354,23.0,58.8
7.98,33.622,24.0,1235.3
8.0,33.354,25.0,2941.2
8.02,34.156,26.0,28823.5
8.04,33.622,27.0,103764.7
8.06,33.622,28.0,842529.4
8.08,33.354,29.0,37352.9
8.28,33.622,5.0,0.0
8.3,33.622,6.0,117.6
8.32,33.622,7.0,0.0
8.5,33.354,103.0,6823.5
8.52,33.354,104.0,0.0
8.54,33.889,105.0,176.5
8.56,33.889,106.0,588.2
8.58,33.889,107.0,0.0
8.6,33.087,108.0,529.4
8.62,33.622,109.0,294.1
8.64,33.622,110.0,58.8
8.66,33.622,111.0,58.8
8.68,33.087,112.0,58.8
8.7,33.622,113.0,176.5
8.72,33.354,114.0,117.6
8.74,33.354,115.0,58.8
8.76,33.622,116.0,58.8
8.78,32.82,117.0,1117.6
8.8,33.889,118.0,176.5
8.82,33.622,119.0,529.4
8.84,33.622,120.0,411.8
8.86,33.354,121.0,117.6
8.88,33.622,122.0,58.8
8.9,33.622,123.0,0.0
9.08,33.354,82.0,6176.5
9.1,32.82,83.0,58.8
9.12,33.622,84.0,294.1
9.14,33.622,85.0,588.2
9.16,33.622,86.0,176.5
9.18,33.622,87.0,58.8
9.2,33.087,88.0,0.0
9.22,33.622,89.0,294.1
9.24,33.622,90.0,235.3
9.26,33.354,91.0,764.7
9.28,33.087,92.0,176.5
9.3,32.82,93.0,352.9
9.32,33.889,94.0,411.8
9.34,33.354,95.0,117.6
9.36,33.622,96.0,882.4
9.38,33.354,97.0,705.9
9.4,34.156,98.0,470.6
9.42,33.889,99.0,176.5
9.44,33.354,100.0,529.4
9.46,33.087,101.0,352.9
9.48,33.354,102.0,58.8
9.68,33.622,5.0,0.0
9.7,33.354,6.0,0.0
9.72,33.354,7.0,0.0
9.88,33.622,30.0,17588.2
9.9,32.82,31.0,6235.3
9.92,33.889,32.0,17176.5
9.94,33.622,33.0,3882.4
9.96,33.622,34.0,7764.7
9.98,33.354,35.0,176.5
10.0,33.354,36.0,1058.8
10.02,33.889,37.0,2117.6
10.04,33.354,38.0,4764.7
10.06,33.354,39.0,23117.6
10.08,32.82,40.0,14705.9
10.1,33.622,41.0,51588.2
10.12,33.889,42.0,32823.5
10.14,33.354,43.0,25176.5
10.16,33.354,44.0,2076411.8
10.18,33.622,45.0,33058.8
10.2,33.889,46.0,9882.4
10.22,33.622,47.0,7470.6
10.24,33.622,48.0,11000.0
10.26,33.087,49.0,1647.1
10.28,33.622,50.0,6117.6
10.3,33.622,51.0,5117.6
10.32,33.622,52.0,2823.5
10.34,32.82,53.0,3117.6
10.36,34.156,54.0,2000.0
10.38,33.354,55.0,7764.7
10.56,33.354,56.0,29470.6
10.58,33.354,57.0,9294.1
10.6,33.354,58.0,53470.6
10.62,33.622,59.0,3058.8
10.64,33.354,60.0,2000.0
10.66,33.622,61.0,1705.9
10.68,33.354,62.0,470.6
10.7,34.156,63.0,529.4
10.72,33.889,64.0,21411.8
10.74,33.354,65.0,1000.0
10.76,33.354,66.0,3058.8
10.78,33.622,67.0,823.5
10.8,33.354,68.0,470.6
10.82,33.354,69.0,18647.1
10.84,33.889,70.0,764.7
10.86,33.354,71.0,235.3
10.88,33.889,72.0,2058.8
10.9,33.889,73.0,23294.1
10.92,34.156,74.0,1470.6
10.94,33.354,75.0,48294.1
10.96,33.622,76.0,4588.2
10.98,33.622,77.0,6470.6
11.0,33.622,78.0,5764.7
11.02,33.622,79.0,2529.4
11.04,33.354,80.0,352.9
11.06,33.889,81.0,882.4
11.24,33.622,12.0,44352.9
11.26,33.354,13.0,4647.1
11.28,33.354,14.0,16823.5
11.3,33.622,15.0,81764.7
11.32,33.622,16.0,297411.8
11.34,33.354,17.0,1597117.6
11.36,33.622,18.0,5517588.2
11.38,33.354,19.0,228058.8
11.4,33.622,20.0,21411.8
11.44,33.889,21.0,0.0
11.46,32.82,22.0,12647.1
11.48,34.156,23.0,58.8
11.5,33.622,24.0,1235.3
11.52,33.622,25.0,2882.4
11.54,33.622,26.0,29000.0
11.56,33.622,27.0,106705.9
11.58,33.889,28.0,823647.1
11.6,33.354,29.0,36529.4
11.8,33.354,5.0,0.0
11.82,33.622,6.0,58.8
11.84,33.622,7.0,0.0
12.0,33.622,82.0,352.9
12.02,33.889,83.0,176.5
12.04,33.354,84.0,176.5
12.06,33.087,85.0,352.9
12.08,33.354,86.0,470.6
12.1,34.156,87.0,58.8
12.12,33.622,88.0,58.8
12.14,33.622,89.0,117.6
12.16,33.622,90.0,117.6
12.18,33.622,91.0,1058.8
12.2,33.354,92.0,352.9
12.22,33.087,93.0,294.1
12.24,33.354,94.0,529.4
12.26,33.889,95.0,117.6
12.28,33.354,96.0,470.6
12.3,33.622,97.0,1058.8
12.32,33.622,98.0,411.8
12.34,33.622,99.0,176.5
12.36,34.156,100.0,117.6
12.38,33.354,101.0,470.6
12.4,33.354,102.0,0.0
12.58,33.354,5.0,0.0
12.6,33.354,6.0,0.0
12.62,34.156,7.0,0.0
12.8,33.622,30.0,17058.8
12.82,33.889,31.0,6235.3
12.84,33.354,32.0,21294.1
12.86,33.622,33.0,4882.4
12.88,33.889,34.0,8882.4
12.9,33.622,35.0,529.4
12.92,33.622,36.0,1000.0
12.94,33.354,37.0,2411.8
12.96,33.622,38.0,4588.2
12.98,33.087,39.0,22529.4
13.0,33.889,40.0,12882.4
13.02,32.82,41.0,52058.8
13.04,33.087,42.0,30941.2
13.06,33.622,43.0,22058.8
13.08,33.622,44.0,1896470.6
13.1,33.622,45.0,31529.4
13.12,33.354,46.0,9411.8
13.14,33.622,47.0,6411.8
13.16,33.622,48.0,11000.0
13.18,33.622,49.0,1470.6
13.2,32.82,50.0,6235.3
13.22,34.156,51.0,5588.2
13.24,33.622,52.0,2764.7
13.26,32.82,53.0,2529.4
13.28,33.354,54.0,2117.6
13.3,33.354,55.0,9000.0
13.5,33.622,56.0,23000.0
13.52,33.622,57.0,10117.6
13.54,33.622,58.0,53117.6
13.56,33.087,59.0,2647.1
13.58,33.622,60.0,2529.4
13.6,33.354,61.0,764.7
13.62,33.622,62.0,882.4
13.64,32.82,63.0,705.9
13.66,33.622,64.0,21411.8
13.68,33.889,65.0,294.1
13.7,34.156,66.0,2176.5
13.72,33.087,67.0,647.1
13.74,33.622,68.0,294.1
13.76,33.622,69.0,18882.4
13.78,33.354,70.0,1000.0
13.8,33.087,71.0,352.9
13.82,33.622,72.0,2117.6
13.84,33.622,73.0,20588.2
13.86,33.622,74.0,1411.8
13.88,33.354,75.0,44647.1
13.9,32.82,76.0,4117.6
13.92,33.622,77.0,5705.9
13.94,33.622,78.0,6588.2
13.96,33.889,79.0,1941.2
13.98,33.354,80.0,294.1
14.0,34.156,81.0,705.9
14.2,33.622,12.0,42529.4
14.22,33.087,13.0,4294.1
14.24,33.622,14.0,15764.7
14.26,33.622,15.0,80647.1
14.28,33.622,16.0,277647.1
14.3,33.354,17.0,1575941.2
14.32,33.354,18.0,5521294.1
14.34,33.622,19.0,224529.4
14.36,32.82,20.0,22294.1
14.4,33.622,21.0,117.6
14.42,33.354,22.0,10941.2
14.44,33.622,23.0,0.0
14.46,33.354,24.0,941.2
14.48,33.622,25.0,4000.0
14.5,33.354,26.0,27764.7
14.52,33.889,27.0,103058.8
14.54,33.889,28.0,802411.8
14.56,33.354,29.0,36058.8
14.74,33.622,124.0,9117.6
14.76,33.354,125.0,117.6
14.78,33.889,126.0,2529.4
14.8,33.889,127.0,13058.8
14.82,33.354,128.0,411.8
14.84,33.354,129.0,58.8
14.86,33.087,130.0,0.0
14.88,33.622,131.0,352.9
14.9,33.354,132.0,1823.5
14.92,33.622,133.0,529.4
14.94,33.087,134.0,470.6
14.96,33.622,135.0,58.8
14.98,33.622,136.0,0.0
15.0,33.889,137.0,0.0
15.02,33.087,138.0,0.0
15.04,34.156,139.0,0.0
15.06,33.622,140.0,0.0
15.08,33.354,141.0,58.8
15.1,33.354,142.0,0.0
15.12,33.622,143.0,0.0
15.14,33.889,144.0,58.8
15.16,33.087,145.0,58.8
15.18,33.622,146.0,294.1
15.2,32.82,147.0,2705.9
15.22,33.622,148.0,58.8
15.24,33.622,149.0,58.8
15.26,33.622,150.0,58.8
15.44,33.622,5.0,0.0
15.46,33.354,6.0,58.8
15.48,33.622,7.0,0.0
15.66,33.889,82.0,647.1
15.68,33.354,83.0,176.5
15.7,33.889,84.0,58.8
15.72,33.622,85.0,352.9
15.74,33.622,86.0,58.8
15.76,33.622,87.0,117.6
15.78,33.354,88.0,0.0
15.8,33.622,89.0,235.3
15.82,33.622,90.0,58.8
15.84,33.622,91.0,1176.5
15.86,33.087,92.0,352.9
15.88,33.354,93.0,294.1
15.9,33.622,94.0,294.1
15.92,33.622,95.0,235.3
15.94,33.087,96.0,1058.8
15.96,33.622,97.0,823.5
15.98,33.354,98.0,294.1
16.0,33.622,99.0,117.6
16.02,33.622,100.0,294.1
16.04,33.622,101.0,176.5
16.06,33.354,102.0,0.0
16.26,33.889,5.0,0.0
16.28,33.354,6.0,0.0
16.3,33.622,7.0,0.0
16.48,33.622,30.0,16823.5
16.5,33.087,31.0,7000.0
16.52,33.889,32.0,18764.7
16.54,33.354,33.0,4647.1
16.56,33.622,34.0,8294.1
16.58,33.622,35.0,529.4
16.6,33.622,36.0,1588.2
16.62,33.889,37.0,2235.3
16.64,33.354,38.0,5470.6
16.66,33.622,39.0,21470.6
16.68,33.354,40.0,14000.0
16.7,33.622,41.0,53000.0
16.72,33.354,42.0,31000.0
16.74,33.622,43.0,23411.8
16.76,32.82,44.0,1712588.2
16.78,34.156,45.0,29470.6
16.8,33.889,46.0,8176.5
16.82,33.622,47.0,6764.7
16.84,32.82,48.0,11117.6
16.86,33.622,49.0,1705.9
16.88,33.622,50.0,5764.7
16.9,32.82,51.0,4117.6
16.92,33.622,52.0,3058.8
16.94,33.087,53.0,3529.4
16.96,33.622,54.0,1647.1
16.98,33.354,55.0,7941.2
17.16,33.354,56.0,28235.3
17.18,33.354,57.0,8352.9
17.2,32.82,58.0,48411.8
17.22,33.889,59.0,2764.7
17.24,32.82,60.0,2176.5
17.26,33.622,61.0,941.2
17.28,33.354,62.0,705.9
17.3,33.622,63.0,647.1
17.32,33.622,64.0,19647.1
17.34,33.354,65.0,941.2
17.36,33.354,66.0,2235.3
17.38,33.622,67.0,882.4
17.4,33.889,68.0,705.9
17.42,33.354,69.0,20588.2
17.44,33.354,70.0,1058.8
17.46,33.087,71.0,529.4
17.48,33.889,72.0,2411.8
17.5,32.82,73.0,26117.6
17.52,33.622,74.0,1764.7
17.54,33.087,75.0,43235.3
17.56,33.622,76.0,3764.7
17.58,33.622,77.0,5764.7
17.6,33.622,78.0,6705.9
17.62,33.622,79.0,2176.5
17.64,33.354,80.0,294.1
17.66,33.889,81.0,1000.0
17.86,33.622,12.0,36529.4
17.88,33.622,13.0,4764.7
17.9,33.622,14.0,16000.0
17.92,33.622,15.0,77235.3
17.94,33.354,16.0,262764.7
17.96,33.354,17.0,1552823.5
17.98,32.018,18.0,5499411.8
18.0,33.889,19.0,223411.8
18.02,33.889,20.0,21117.6
18.06,32.82,21.0,117.6
18.08,33.622,22.0,11235.3
18.1,33.622,23.0,58.8
18.12,33.622,24.0,941.2
18.14,33.087,25.0,2529.4
18.16,33.622,26.0,28176.5
18.18,33.354,27.0,102058.8
18.2,33.622,28.0,774117.6
18.22,33.622,29.0,35117.6
18.42,33.354,5.0,0.0
18.44,33.889,6.0,0.0
18.46,33.354,7.0,0.0
18.64,33.354,82.0,6470.6
18.66,33.354,83.0,235.3
18.68,33.622,84.0,58.8
18.7,33.622,85.0,117.6
18.72,33.354,86.0,0.0
18.74,33.354,87.0,176.5
18.76,32.82,88.0,58.8
18.78,33.622,89.0,176.5
18.8,33.622,90.0,176.5
18.82,33.354,91.0,882.4
18.84,33.354,92.0,176.5
18.86,33.354,93.0,176.5
18.88,33.354,94.0,294.1
18.9,33.889,95.0,470.6
18.92,33.087,96.0,882.4
18.94,33.354,97.0,1352.9
18.96,33.622,98.0,352.9
18.98,33.354,99.0,117.6
19.0,33.622,100.0,117.6
19.02,33.622,101.0,176.5
19.04,33.889,102.0,117.6
19.22,33.889,5.0,0.0
19.24,33.354,6.0,0.0
19.26,33.622,7.0,0.0
19.46,33.087,30.0,16470.6
19.48,33.889,31.0,5705.9
19.5,33.087,32.0,18411.8
19.52,33.622,33.0,4411.8
19.54,33.354,34.0,6588.2
19.56,33.622,35.0,235.3
19.58,33.889,36.0,1176.5
19.6,33.354,37.0,2000.0
19.62,33.354,38.0,4764.7
19.64,33.354,39.0,21529.4
19.66,33.622,40.0,14529.4
19.68,33.622,41.0,50588.2
19.7,33.354,42.0,30882.4
19.72,32.82,43.0,22882.4
19.74,33.622,44.0,1602764.7
19.76,33.087,45.0,26647.1
19.78,33.354,46.0,8352.9
19.8,33.354,47.0,6588.2
19.82,33.622,48.0,9352.9
19.84,33.622,49.0,1470.6
19.86,33.622,50.0,6705.9
19.88,33.354,51.0,4411.8
19.9,33.622,52.0,2235.3
19.92,34.156,53.0,2352.9
19.94,33.354,54.0,2058.8
19.96,33.622,55.0,7058.8
20.14,33.354,56.0,20529.4
20.16,33.622,57.0,7647.1
20.18,33.889,58.0,51764.7
20.2,33.354,59.0,2647.1
20.22,33.354,60.0,2235.3
20.24,33.354,61.0,1117.6
20.26,33.889,62.0,588.2
20.28,33.622,63.0,411.8
20.3,33.622,64.0,22294.1
20.32,33.354,65.0,529.4
20.34,33.889,66.0,1470.6
20.36,33.622,67.0,1058.8
20.38,32.82,68.0,647.1
20.4,33.354,69.0,18176.5
20.42,33.087,70.0,411.8
20.44,34.156,71.0,411.8
20.46,33.354,72.0,2058.8
20.48,33.622,73.0,24058.8
20.5,33.087,74.0,1235.3
20.52,34.156,75.0,40058.8
20.54,33.354,76.0,4352.9
20.56,34.156,77.0,5470.6
20.58,33.354,78.0,6470.6
20.6,33.622,79.0,1705.9
20.62,33.889,80.0,294.1
20.64,33.087,81.0,1058.8
20.8,33.622,151.0,0.0
20.82,32.82,152.0,0.0
20.84,33.622,153.0,0.0
20.86,33.622,154.0,0.0
20.88,33.622,155.0,0.0
20.9,33.354,156.0,0.0
20.92,33.622,157.0,0.0
20.94,33.087,158.0,0.0
20.96,34.156,159.0,0.0
20.98,33.889,160.0,0.0
21.0,33.622,161.0,0.0
21.02,33.622,162.0,0.0
21.04,33.622,163.0,0.0
21.06,33.622,164.0,0.0
21.08,33.622,165.0,0.0
21.1,33.354,166.0,0.0
21.12,32.82,167.0,0.0
21.14,33.889,168.0,0.0
21.16,33.354,169.0,0.0
21.32,33.622,12.0,35647.1
21.34,33.354,13.0,4882.4
21.36,33.354,14.0,15470.6
21.38,33.622,15.0,76588.2
21.4,33.622,16.0,241882.4
21.42,33.354,17.0,1540176.5
21.44,33.622,18.0,5417470.6
21.46,33.354,19.0,221588.2
21.48,33.622,20.0,21823.5
21.52,33.889,21.0,58.8
21.54,32.82,22.0,10235.3
21.56,34.692,23.0,176.5
21.58,33.622,24.0,1705.9
21.6,33.354,25.0,3235.3
21.62,33.354,26.0,24235.3
21.64,33.354,27.0,103941.2
21.66,33.622,28.0,766000.0
21.68,33.622,29.0,34294.1
21.88,33.354,5.0,0.0
21.9,33.087,6.0,0.0
21.92,33.622,7.0,0.0
22.08,33.087,82.0,529.4
22.1,33.087,83.0,176.5
22.12,33.354,84.0,235.3
22.14,32.82,85.0,235.3
22.16,33.354,86.0,0.0
22.18,33.622,87.0,0.0
22.2,33.354,88.0,58.8
22.22,33.889,89.0,58.8
22.24,33.354,90.0,0.0
22.26,33.889,91.0,1000.0
22.28,33.889,92.0,529.4
22.3,33.622,93.0,352.9
22.32,33.087,94.0,235.3
22.34,33.622,95.0,294.1
22.36,33.622,96.0,588.2
22.38,33.354,97.0,588.2
22.4,33.354,98.0,294.1
22.42,33.354,99.0,176.5
22.44,33.622,100.0,235.3
22.46,33.354,101.0,176.5
22.48,33.354,102.0,58.8
22.66,33.354,5.0,0.0
22.68,33.622,6.0,0.0
22.7,33.889,7.0,0.0
22.88,33.622,30.0,17470.6
22.9,33.622,31.0,6588.2
22.92,33.354,32.0,18058.8
22.94,33.354,33.0,6117.6
22.96,33.622,34.0,8176.5
22.98,33.354,35.0,235.3
23.0,33.622,36.0,1411.8
23.02,32.82,37.0,1647.1
23.04,33.622,38.0,4705.9
23.06,33.622,39.0,20882.4
23.08,33.087,40.0,14058.8
23.1,33.622,41.0,49882.4
23.12,33.622,42.0,31588.2
23.14,33.889,43.0,22647.1
23.16,33.354,44.0,1504294.1
23.18,33.354,45.0,27411.8
23.2,33.622,46.0,8235.3
23.22,33.889,47.0,5941.2
23.24,33.354,48.0,10470.6
23.26,33.622,49.0,1176.5
23.28,33.354,50.0,6176.5
23.3,33.889,51.0,4411.8
23.32,33.622,52.0,2705.9
23.34,34.156,53.0,2705.9
23.36,33.622,54.0,1705.9
23.38,33.622,55.0,7705.9
23.58,33.354,56.0,18941.2
23.6,33.889,57.0,7941.2
23.62,33.354,58.0,52117.6
23.64,33.622,59.0,2705.9
23.66,33.622,60.0,2941.2
23.68,33.354,61.0,882.4
23.7,33.622,62.0,588.2
23.72,33.087,63.0,235.3
23.74,33.889,64.0,20352.9
23.76,33.354,65.0,470.6
23.78,33.889,66.0,1764.7
23.8,32.82,67.0,764.7
23.82,34.156,68.0,529.4
23.84,33.622,69.0,18176.5
23.86,33.354,70.0,764.7
23.88,33.354,71.0,117.6
23.9,33.622,72.0,2000.0
23.92,33.622,73.0,22058.8
23.94,32.82,74.0,1294.1
23.96,33.354,75.0,37058.8
23.98,33.087,76.0,4529.4
24.0,33.889,77.0,5882.4
24.02,33.354,78.0,6000.0
24.04,33.622,79.0,1705.9
24.06,33.354,80.0,294.1
24.08,34.156,81.0,1000.0
24.28,33.889,12.0,34882.4
24.3,33.889,13.0,4117.6
24.32,33.622,14.0,15823.5
24.34,33.622,15.0,72764.7
24.36,33.622,16.0,237764.7
24.38,33.889,17.0,1545529.4
24.4,33.622,18.0,5417411.8
24.42,33.889,19.0,223588.2
24.44,33.354,20.0,23411.8
24.48,33.622,21.0,58.8
24.5,33.354,22.0,9294.1
24.52,34.424,23.0,176.5
24.54,33.622,24.0,588.2
24.56,33.889,25.0,3411.8
24.58,33.622,26.0,27941.2
24.6,33.622,27.0,104529.4
24.62,33.889,28.0,755529.4
24.64,33.622,29.0,35941.2
24.82,33.087,5.0,0.0
24.84,33.622,6.0,0.0
24.86,33.622,7.0,58.8
25.04,34.424,82.0,5764.7
25.06,33.622,83.0,411.8
25.08,32.82,84.0,352.9
25.1,33.354,85.0,411.8
25.12,33.354,86.0,0.0
25.14,33.622,87.0,117.6
25.16,33.622,88.0,0.0
25.18,33.622,89.0,235.3
25.2,33.622,90.0,58.8
25.22,33.622,91.0,941.2
25.24,33.622,92.0,176.5
25.26,33.889,93.0,294.1
25.28,33.354,94.0,235.3
25.3,33.087,95.0,176.5
25.32,33.889,96.0,705.9
25.34,33.087,97.0,352.9
25.36,33.622,98.0,411.8
25.38,33.622,99.0,294.1
